sid,best_status,best_frequency_per_day,baseline_days,tolerance_per_day,frozen_best_candidate_matches_dominant,frozen_best_candidate_matches_any_mode,matches_yearly_alias_dominant,matches_yearly_alias_any_mode,matches_kepler_nyquist_reflection_dominant,matches_kepler_nyquist_reflection_any_mode,analysis_status,prespecified,interval
9000000000002855603,not_detected,3.0073949905916963,2204.9980201288126,0.000680272719660933,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000002857323,confirmed,13.127028704409716,2743.7359063518234,0.0005466998469231165,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000002974815,confirmed,8.899457075620058,2764.651797400322,0.0005425638054710873,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000002988145,confirmed,10.346002420454406,2764.652359200176,0.0005425636952177074,direct,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000002994888,candidate,12.792047409760212,2743.735922462307,0.0005466998437130412,window_alias,window_alias,False,False,False,False,postlaunch_descriptive,False,none
9000000000002995931,not_detected,1.00253816172707,2743.735954411328,0.000546699837347077,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003117511,confirmed,1.004140684703995,2764.652445905376,0.0005425636782017914,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003223460,not_detected,2.005279574503897,2764.6519071394578,0.0005425637839347473,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003238073,not_detected,1.002428856162306,2743.7358602480963,0.0005466998561094601,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003239508,not_detected,1.0022101569950923,2743.7359128794633,0.0005466998456224593,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003241388,not_detected,1.0023923642713022,2743.7359840618446,0.0005466998314390987,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003247039,confirmed,13.076402959853716,2743.7361872489564,0.0005466997909532968,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000003248951,not_detected,1.0030118605825031,2743.7362489430234,0.0005466997786605214,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000003340360,candidate,1112.5438768079125,2167.0142566207796,0.0006921966458767489,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003426991,missing,,,,unscored,unscored,,,,,postlaunch_descriptive,False,none
9000000000003444098,confirmed,16.03870391489014,2167.014254046604,0.0006921966466990027,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000003455863,missing,,,,unscored,unscored,,,,,postlaunch_descriptive,False,none
9000000000003456100,not_detected,1.003011877836416,2743.7362017449923,0.0005466997880649069,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000003456605,confirmed,14.227898337227074,2743.736219836399,0.000546699784460126,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000003529242,not_detected,1070.625227587837,2142.137644787319,0.0007002351149797037,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003539869,not_detected,1106.9317255372891,2167.0142675298266,0.0006921966423921361,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003647114,confirmed,45.93168205191503,2743.735791290179,0.000546699869849589,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000003648131,candidate,4.002230059283239,2539.9839213192463,0.0005905549194267784,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003655115,not_detected,1.0026110032818352,2743.7360960487276,0.0005466998091252872,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003657237,missing,,,,unscored,unscored,,,,,postlaunch_descriptive,False,none
9000000000003748250,confirmed,11.08357451209505,2743.735783687327,0.0005466998713644864,unmatched,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000003749833,confirmed,2.000046766604109,2743.7358423960395,0.0005466998596665507,unmatched,harmonic,False,True,False,False,postlaunch_descriptive,False,none
9000000000003757814,not_detected,26.419231361649892,2743.736144618597,0.000546699799447557,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003762741,confirmed,0.9661642718624156,2743.7363160718232,0.0005466997652848556,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003763579,confirmed,7.134942127129132,2743.7363402801566,0.0005466997604612543,unmatched,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000003833853,confirmed,1.6003121776051623,2746.6515980511904,0.0005461195009459092,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003852644,not_detected,1.4334238343679375,2539.932651256211,0.0005905668401318135,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003865358,not_detected,1.0026473773167262,2743.7362947701477,0.0005466997695292944,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003868588,confirmed,0.99733600017096,2761.657053919509,0.0005431521621669535,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003869794,confirmed,0.9661590538431506,2761.6570888473652,0.0005431521552974761,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003941524,confirmed,0.0338559811520809,2764.651822658722,0.0005425638005141182,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000003953144,confirmed,9.847133121346848,2764.652377957944,0.000542563691536491,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000003964082,candidate,0.997326232783678,2743.73611166561,0.0005466998060135642,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003966434,not_detected,1.0026474123386795,2743.736198932864,0.000546699788625234,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003966950,confirmed,0.0605743361305083,2743.736219278071,0.0005466997845713749,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000003973432,confirmed,0.9661228462551078,2761.657081542071,0.0005431521567342535,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004043227,confirmed,0.0338559815082817,2764.6517935716547,0.0005425638062224645,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004054968,candidate,1.0365136905510883,2764.6523399767466,0.0005425636989903101,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004071949,confirmed,2.0231900653933588,2743.736288029235,0.0005466997708724467,direct,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000004072890,not_detected,1.0027202618720974,2743.736318705138,0.0005466997647601578,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004077275,confirmed,1.9689265434536989,2761.657116197981,0.0005431521499182617,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004079482,confirmed,0.9661590225583128,2761.657178271562,0.0005431521377098677,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004137903,candidate,3.9717088106297544,2746.6515094973147,0.000546119518553166,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004168579,not_detected,31.96167413845758,2743.73612659052,0.0005466998030397195,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004170639,confirmed,1.9688846216146176,2743.7361949477345,0.0005466997894192862,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004178654,confirmed,0.0338926943026575,2761.6571041583084,0.0005431521522861784,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004180375,confirmed,0.9661590321872986,2761.657150748186,0.0005431521431230597,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004243461,confirmed,0.0338594099264015,2746.651527659502,0.0005461195149419598,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004253413,confirmed,0.96616136062062,2764.6520642102696,0.0005425637531095541,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004274480,candidate,2.9685434384669622,2743.736168538686,0.0005466997946813888,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004377815,confirmed,31.502044448112574,2743.7362086884677,0.0005466997866813933,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000004380834,not_detected,2.0020145476754108,2743.736306201201,0.0005466997672516141,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004381016,not_detected,1.002610924074065,2743.7363128080033,0.000546699765935184,unmatched,unmatched,False,True,False,False,postlaunch_descriptive,False,none
9000000000004456107,confirmed,0.9661975265901837,2764.6520783663727,0.0005425637503314149,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004473083,not_detected,1.0030119215155078,2743.7360822609626,0.0005466998118725516,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004476011,candidate,2.90301233150058,2743.7361920825206,0.0005466997899901909,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004476186,candidate,17.030937621359723,2743.7361957919784,0.0005466997892510674,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004481700,confirmed,0.9661228537000004,2761.6570602608845,0.0005431521609197559,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004484271,confirmed,7.196874567139045,2761.6571352723986,0.0005431521461667783,unmatched,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000004562615,confirmed,1.0014448240459357,2743.7357845627703,0.000546699871190051,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004575908,not_detected,22.835213492722342,2740.7407432361506,0.00054729729679899,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004580484,confirmed,0.9661590456251318,2761.657112337649,0.000543152150677497,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004585982,confirmed,0.9661227785010672,2761.657275216654,0.0005431521186430796,unmatched,harmonic,False,False,False,False,postlaunch_descriptive,False,none
9000000000004588073,confirmed,0.9661589689811364,2761.6573314159177,0.0005431521075900251,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004649462,confirmed,0.0677481233629529,2764.6522250743583,0.0005425637215399329,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004658336,confirmed,16.53828995328504,2743.735907894559,0.0005466998466157204,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000004661660,confirmed,20.866985443573785,2743.7360396315344,0.0005466998203666268,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000004668676,confirmed,15.342567556669112,2740.7407426876016,0.0005472972969085295,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000004679562,confirmed,0.9661589799468016,2761.657300071791,0.000543152113754667,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004680002,confirmed,0.966158975478331,2761.6573128444143,0.0005431521112425967,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004737731,confirmed,0.9661975315627188,2764.652064138092,0.000542563753123719,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004752731,confirmed,1.7422594526224884,2743.736010618042,0.0005466998261476753,direct,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000004756040,confirmed,19.807626295350307,2743.736134236213,0.0005466998015162863,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000004764008,confirmed,0.966195264133462,2761.65708842827,0.0005431521553799022,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004768611,not_detected,1.0024777767681283,2761.657229874283,0.0005431521275608426,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004768919,not_detected,1.0025501934954004,2761.6572396708652,0.0005431521256340885,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004769505,confirmed,0.9661589952584294,2761.6572563052177,0.0005431521223625081,unmatched,window_alias,False,False,False,False,postlaunch_descriptive,False,none
9000000000004774208,not_detected,1.002006985378579,2761.657393989619,0.0005431520952832713,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004851881,confirmed,0.9661590622255464,2761.65706488723,0.000543152160009864,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004852661,confirmed,0.966195263813168,2761.65708934376,0.0005431521551998471,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004902475,confirmed,12.881067335827248,2746.6512733455747,0.000546119565507461,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000004903473,not_detected,0.0340050440428171,2746.6513462648727,0.0005461195510088406,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004919344,confirmed,1.4237233550352588,2764.6522662420757,0.0005425637134607577,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000004927495,confirmed,10.799691017079574,2743.735904401168,0.0005466998473117919,direct,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000004927985,confirmed,20.016831616220795,2743.735924495384,0.0005466998433079428,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000004930550,candidate,0.0079453707495286,2743.736030353699,0.0005466998222152708,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004937872,confirmed,17.983625516124324,2725.7851847531274,0.0005503001514537376,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000004940217,confirmed,0.9661590615787916,2761.6570667359047,0.0005431521596462737,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004945346,confirmed,0.9661590061638184,2761.6572251333855,0.0005431521284932642,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004947130,confirmed,0.9661589842855958,2761.6572876698337,0.0005431521161938362,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004951447,not_detected,2.002565544786202,2761.657422099728,0.0005431520897546837,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004952341,not_detected,1.0027311680566773,2761.657449390739,0.0005431520843871934,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000004995588,confirmed,23.74917085216838,2746.6516791698523,0.0005461194848170044,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000004999763,confirmed,0.966197575390195,2764.6519387313165,0.0005425637777348354,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000004999789,confirmed,0.9661975748529886,2764.6519402684644,0.0005425637774331697,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005018191,confirmed,10.45005769644883,2743.736047480721,0.0005466998188026467,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005019234,confirmed,33.62794276107771,2743.736084468197,0.0005466998114327517,unmatched,unmatched,False,False,False,True,postlaunch_descriptive,False,none
9000000000005020065,not_detected,0.9660914495066998,2743.736114581581,0.000546699805432546,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005023338,confirmed,20.807076053796997,2740.740690934006,0.0005472973072431822,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005027750,confirmed,0.0338202744598206,2761.657067891676,0.000543152159418961,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005089352,confirmed,910.7360095604575,2764.6520199570805,0.0005425637617942552,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005108514,confirmed,7.002750688335594,2743.7361195799895,0.0005466998044365942,unmatched,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000005112836,not_detected,2.0001892000253467,2740.740725892596,0.0005472973002623167,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005168634,confirmed,2.0164917156604445,2746.651502203662,0.0005461195200033704,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005177020,confirmed,0.0338559786295928,2764.6520286430605,0.0005425637600896292,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005206767,confirmed,0.9661590226022984,2761.6571781458333,0.0005431521377345955,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005212696,confirmed,0.9661589594446848,2761.657358674798,0.0005431521022288537,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005220979,confirmed,1.0058423147376123,2763.653864298947,0.0005427597208815089,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005271224,not_detected,31.471780854552552,2167.0143267451786,0.0006921966234773244,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005272590,not_detected,29.026573230972307,2167.0143250972033,0.0006921966240037274,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005284701,not_detected,21.223679476366215,2740.7405989510007,0.0005472973256112288,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005286485,confirmed,10.090666481577337,2740.7406686656177,0.0005472973116899468,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005295005,candidate,4.67501904411709,2761.657199289184,0.0005431521335762024,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005295234,confirmed,1.9689264797178752,2761.657205595169,0.0005431521323359655,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005296692,missing,,,,unscored,unscored,,,,,postlaunch_descriptive,False,none
9000000000005299904,confirmed,208.4941048845208,2761.657345739659,0.000543152104772887,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005300719,not_detected,0.6957969692531787,2167.011451082304,0.0006921975420345987,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005302643,not_detected,20.912303669660908,2167.016160239931,0.0006921960378153897,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005305709,not_detected,28.21195643412275,2001.7115839472972,0.0007493587048350185,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005307209,missing,,,,unscored,unscored,,,,,postlaunch_descriptive,False,none
9000000000005309547,confirmed,14.94895599302269,2001.7116923728024,0.0007493586642449593,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000005310172,not_detected,31.830058073679435,2001.711710751988,0.0007493586573645469,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005358323,not_detected,21.202351682306283,2167.014333525207,0.0006921966213116198,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005373377,not_detected,2.0076958813169568,2167.0114684631117,0.000692197536482735,unmatched,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000005376614,not_detected,1.9725783958942311,2167.0114652463235,0.0006921975375102574,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005384653,not_detected,27.045068190979432,2167.016166723799,0.0006921960357442895,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005385754,missing,,,,unscored,unscored,,,,,postlaunch_descriptive,False,none
9000000000005390069,not_detected,348.41087052449467,2167.0161633715034,0.0006921960368150917,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005390357,not_detected,24.82621075138847,2167.0161644378677,0.0006921960364744699,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005391338,not_detected,3.1838253455429513,2001.711560253054,0.0007493587137051713,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005397516,not_detected,36.024767701913056,2001.7117277947257,0.0007493586509844459,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005430471,candidate,0.0338198139375528,2764.6515197465196,0.0005425638599607409,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005435620,confirmed,9.139161597447211,2764.651848048903,0.000542563795531287,direct,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000005443410,candidate,0.9661974686498596,2764.652244155295,0.000542563717795294,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005459805,confirmed,1.9688912342362688,2764.6524629439227,0.0005425636748579727,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005462692,not_detected,0.999254192276582,2167.016177401878,0.0006921960323334594,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005475187,not_detected,35.86992161203146,2167.0161658208817,0.0006921960360327026,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005476273,confirmed,13.582495494034202,2761.657459520269,0.0005431520823949567,direct,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000005481482,confirmed,0.9359167370835216,2763.7073871125467,0.0005427492096285791,unmatched,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000005482510,confirmed,1.001408464257354,2763.7074168855324,0.000542749203781627,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005511363,confirmed,5.316894729852186,2771.7306339088827,0.0005411781295228527,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000005529323,confirmed,0.9661974589355566,2764.6522719515488,0.0005425637123402722,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005534340,confirmed,6.0199257713909935,2764.652029281482,0.0005425637599643387,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005541836,not_detected,1.002657714980881,2764.652342053596,0.0005425636985827279,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005542211,confirmed,0.9661612585074104,2764.652356405277,0.000542563695766207,window_alias,window_alias,False,False,False,False,postlaunch_descriptive,False,none
9000000000005551220,confirmed,10.362618726736484,2761.6571404063143,0.0005431521451570594,direct,ambiguous,False,False,False,False,postlaunch_descriptive,False,none
9000000000005554685,confirmed,14.356741806229492,2761.657243344467,0.0005431521249115787,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005561007,confirmed,0.5008948542196673,2761.657438375987,0.0005431520865535321,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005567499,confirmed,0.966165954746431,2763.7074012826197,0.0005427492068457968,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005609486,confirmed,0.9661975575928956,2764.651989656035,0.0005425637677408443,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005617102,confirmed,0.0336751145507776,2764.6528079248965,0.0005425636071553865,unmatched,window_alias,False,False,False,False,postlaunch_descriptive,False,none
9000000000005618126,confirmed,0.9661610842488996,2764.652855042834,0.0005425635979084832,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005631648,confirmed,0.7114094855733903,2764.6524819876067,0.0005425636711206454,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005648562,not_detected,1.0022966351972256,2761.657480228226,0.000543152078322196,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005649964,confirmed,1.9689262554352296,2761.6575201787055,0.0005431520704648908,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005651327,not_detected,3.00547762632008,2761.6575572923757,0.0005431520631655185,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005705575,confirmed,26.667723397026652,2764.652944023721,0.0005425635804459693,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005707205,confirmed,9.649026102173874,2764.6520713618957,0.0005425637517060455,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005716472,confirmed,12.638116543619525,2764.6524606263265,0.0005425636753128015,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000005717449,confirmed,2.96890838879313,2764.652500219643,0.0005425636675426042,unmatched,unscored,,,,,postlaunch_descriptive,False,none
9000000000005721610,candidate,0.9500455354922124,2761.657101667952,0.0005431521527759722,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005722737,not_detected,1.0025502309967034,2761.6571363685653,0.0005431521459511884,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005724523,confirmed,0.0338926932279931,2761.6571917245165,0.0005431521350639922,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005725312,confirmed,9.305209876945144,2761.657215671148,0.0005431521303542607,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
9000000000005725443,confirmed,2.008250683809218,2761.6572197452188,0.0005431521295529881,unmatched,unmatched,False,False,False,False,postlaunch_descriptive,False,none
9000000000005727773,candidate,10.092164623839237,2761.6572894742712,0.0005431521158389464,unmatched,direct,False,False,False,False,postlaunch_descriptive,False,none
