sid,class_label,best_status,best_pass,best_frequency_per_day,baseline_days
9000000000000892667,dsct_flag0,confirmed,low,0.03389134033882885,2770.6192514440045
9000000000001164418,dsct_flag0,confirmed,low,0.9661377727136382,2770.619341878686
9000000000001864178,dsct_flag0,candidate,low,1.603854512502344,2764.652258316055
9000000000001864603,dsct_flag0,confirmed,low,0.3320128208476753,2764.6522735371254
9000000000001873030,dsct_flag0,candidate,low,1.9561649300166057,2743.735928214621
9000000000002141938,dsct_flag0,confirmed,low,2.006314392315561,2746.628355509136
9000000000002155343,dsct_flag0,confirmed,low,2.0310330273149817,2764.6522358246148
9000000000002159852,dsct_flag0,confirmed,low,2.1104642322832605,2764.6523976800963
9000000000002163636,dsct_flag0,candidate,low,2.007700539353594,2743.7358769518323
9000000000002164726,dsct_flag0,candidate,low,1.0055268028765738,2743.7359124664217
9000000000002438566,dsct_flag0,confirmed,low,0.7118435990645123,2764.652239040006
9000000000002554543,dsct_flag0,candidate,low,2.5254750027163246,2746.6516170380637
9000000000002555530,dsct_flag0,confirmed,low,2.0063701819118056,2746.6516646239907
9000000000002556166,dsct_flag0,candidate,low,2.9943003004881423,2746.651696444489
9000000000002570469,dsct_flag0,confirmed,low,0.5643386109420446,2764.652231389191
9000000000002572232,dsct_flag0,candidate,low,0.7560082722252953,2764.652288589161
9000000000002581964,dsct_flag0,confirmed,low,0.6976254378119685,2743.7359595191665
9000000000002696217,dsct_flag0,confirmed,low,0.8580629063175562,2746.6517695239745
9000000000002706947,dsct_flag0,confirmed,low,0.9936150412434276,2764.6521902107634
9000000000002708203,dsct_flag0,confirmed,low,0.9322691540965301,2764.6522344695404
9000000000002709111,dsct_flag0,confirmed,low,8.362208970601596,2764.6522684707306
9000000000002709528,dsct_flag0,confirmed,low,3.7441236492008994,2764.652284442913
9000000000002861753,dsct_flag0,candidate,low,0.9969982346926022,2743.7360516926274
9000000000002982949,dsct_flag0,confirmed,low,2.9801940767176047,2764.652162880171
9000000000002989122,dsct_flag0,candidate,low,0.1731501584987187,2764.652392758522
9000000000002992648,dsct_flag0,confirmed,low,2.000192551020018,2743.735845432151
9000000000003003327,dsct_flag0,confirmed,low,2.000155855620656,2743.7361866468564
9000000000003113440,dsct_flag0,confirmed,low,1.012279194831064,2764.6522958194837
9000000000003115969,dsct_flag0,candidate,low,3.8691663475970106,2764.6523925350048
9000000000003120162,dsct_flag0,candidate,low,0.9972898739746765,2743.7358699878678
9000000000003123830,dsct_flag0,candidate,low,1.0054538776300836,2743.735999608878
9000000000003128673,dsct_flag0,candidate,low,0.012683435279931581,2743.736159166787
9000000000003128830,dsct_flag0,candidate,low,0.8711479008082497,2743.736164412927
9000000000003221077,dsct_flag0,confirmed,low,1.191216928440347,2764.6517786746845
9000000000003231990,dsct_flag0,confirmed,low,0.6916963880535653,2764.6522853490897
9000000000003232582,dsct_flag0,confirmed,low,2.0151177691061544,2764.652312341612
9000000000003234781,dsct_flag0,confirmed,low,0.006221396935348989,2764.6524050366133
9000000000003235821,dsct_flag0,confirmed,low,0.9973043835986803,2764.6524424678646
9000000000003238245,dsct_flag0,candidate,low,1.9689213030827186,2743.735867727082
9000000000003327055,dsct_flag0,confirmed,low,0.9772989969939266,2746.6517496248707
9000000000003339175,dsct_flag0,confirmed,low,0.4356063164797772,2764.652289094869
9000000000003340470,dsct_flag0,confirmed,low,1.985457595672155,2764.652346121613
9000000000003343915,dsct_flag0,confirmed,high,1189.2513673858318,2743.73580626864
9000000000003345852,dsct_flag0,confirmed,low,1.0055268154187635,2743.735878243111
9000000000003347798,dsct_flag0,confirmed,low,1.0054903409347515,2743.7359541766346
9000000000003348090,dsct_flag0,confirmed,low,1.0054538902684595,2743.735965120606
9000000000003432989,dsct_flag0,confirmed,low,1.7522639772801725,2764.6519376146607
9000000000003445468,dsct_flag0,candidate,high,1131.1275135379751,2167.014251441695
9000000000003445863,dsct_flag0,confirmed,high,1199.4715039202508,2167.01425045589
9000000000003455706,dsct_flag0,candidate,low,0.997326204941754,2743.736188261304
9000000000003539521,dsct_flag0,candidate,high,1081.5257551111156,2167.0142679023556
9000000000003540935,dsct_flag0,confirmed,high,1099.6842894718916,2167.014265072532
9000000000003544956,dsct_flag0,candidate,high,951.15878198515,2167.014258008916
9000000000003547930,dsct_flag0,candidate,high,944.8266612426339,2167.014253591653
9000000000003559541,dsct_flag0,candidate,high,1129.2492465567368,1973.7876382148825
9000000000003648418,dsct_flag0,confirmed,low,2.000046767951701,2743.735840547364
9000000000003658426,dsct_flag0,candidate,high,1240.2809799672095,1973.7875865367241
9000000000003659087,dsct_flag0,candidate,high,906.9242791473994,1973.7876068861224
9000000000003659751,dsct_flag0,confirmed,high,1137.8620849118545,1973.7876257579774
9000000000003660523,dsct_flag0,candidate,high,1028.2324479393028,1973.787646542769
9000000000003661489,dsct_flag0,candidate,low,0.03662888430185478,2743.7363139917143
9000000000003730390,dsct_flag0,confirmed,low,2.284073195452629,2746.6282658935525
9000000000003732609,dsct_flag0,confirmed,low,0.03385940722507213,2746.651746789459
9000000000003734682,dsct_flag0,confirmed,low,0.03385598098043581,2764.651836675126
9000000000003746949,dsct_flag0,confirmed,low,1.0365860035718557,2764.652416803874
9000000000003755217,dsct_flag0,confirmed,low,1.9690305113693982,2743.736051221844
9000000000003762165,dsct_flag0,confirmed,low,0.036665331156485376,2743.7362987571396
9000000000003839143,dsct_flag0,candidate,low,0.9661975916281158,2764.6518922685646
9000000000003849544,dsct_flag0,confirmed,low,0.9661612484819985,2764.652385092806
9000000000003855114,dsct_flag0,candidate,low,0.9972898552039631,2743.7359216297045
9000000000003866714,dsct_flag0,confirmed,low,0.5966316728552861,2743.736335963942
9000000000003869880,dsct_flag0,confirmed,low,0.9661952632141237,2761.6570910559967
9000000000003936965,dsct_flag0,confirmed,low,0.033895817398510046,2746.6515678153373
9000000000003958424,dsct_flag0,confirmed,low,1.0365429136083206,2743.735896181781
9000000000003965728,dsct_flag0,candidate,low,0.40441206119314316,2743.736170297023
9000000000003971805,dsct_flag0,confirmed,low,2.0082508172624687,2761.657036226243
9000000000003973260,dsct_flag0,confirmed,low,0.9661590580178945,2761.657076914329
9000000000004042063,dsct_flag0,confirmed,low,0.5333402751461467,2746.651749858167
9000000000004070713,dsct_flag0,confirmed,low,0.9972897383907313,2743.7362430053763
9000000000004070833,dsct_flag0,confirmed,low,0.9661278482680943,2743.7362505923957
9000000000004075975,dsct_flag0,confirmed,low,0.9661590575954676,2761.657078121789
9000000000004079369,dsct_flag0,candidate,low,0.03389269343041957,2761.657175230328
9000000000004155654,dsct_flag0,confirmed,low,0.3093698180278716,2764.6523680048995
9000000000004165505,dsct_flag0,confirmed,low,1.005526762546304,2743.7360225138254
9000000000004176455,dsct_flag0,confirmed,low,0.9662314901766164,2761.6570429848507
9000000000004242640,dsct_flag0,candidate,low,1.022918277601317,2746.6514789317735
9000000000004262931,dsct_flag0,confirmed,low,0.03381980241682585,2764.652461525984
9000000000004270312,dsct_flag0,candidate,low,1.96892118751069,2743.736028779298
9000000000004278922,dsct_flag0,candidate,low,0.9983831124452694,2743.7363130981103
9000000000004282737,dsct_flag0,confirmed,low,0.9661590495905356,2761.6571010029875
9000000000004285040,dsct_flag0,confirmed,low,1.9689265083131582,2761.657165486831
9000000000004355661,dsct_flag0,confirmed,high,1063.6687760462391,2764.652037479449
9000000000004364237,dsct_flag0,candidate,low,0.03381980314123165,2764.652402308304
9000000000004370829,dsct_flag0,candidate,low,1.005417443280377,2743.7359660277143
9000000000004372107,dsct_flag0,confirmed,low,1.6358352173034523,2743.7360148038715
9000000000004372282,dsct_flag0,candidate,low,1.0389118993484174,2743.736020145472
9000000000004383052,dsct_flag0,confirmed,low,0.9661228568442178,2761.657051273156
9000000000004386722,dsct_flag0,confirmed,low,0.03382027344928072,2761.6571504091844
9000000000004390637,dsct_flag0,confirmed,low,0.03378406196511353,2761.6572600519285
9000000000004446871,dsct_flag0,candidate,low,1.1701520700885457,2746.6515525258146
9000000000004458117,dsct_flag0,confirmed,high,1026.2767715056252,2167.0143035813235
9000000000004470415,dsct_flag0,candidate,high,1208.4247610807154,824.8693645247258
9000000000004471058,dsct_flag0,candidate,low,1.005453873907323,2743.7360097677447
9000000000004473660,dsct_flag0,candidate,low,1.0054902852611183,2743.7361060963012
9000000000004476419,dsct_flag0,candidate,low,0.03382249349233963,2743.73620682396
9000000000004481457,dsct_flag0,confirmed,low,0.9661228563340013,2761.657052731607
9000000000004482014,dsct_flag0,confirmed,low,0.9661228505906448,2761.6570691489615
9000000000004483235,dsct_flag0,confirmed,low,0.9661952586545773,2761.657104088459
9000000000004483691,dsct_flag0,confirmed,low,1.9689265423508155,2761.6571177449077
9000000000004485025,dsct_flag0,confirmed,low,1.9689265149656483,2761.6571561559103
9000000000004568087,dsct_flag0,confirmed,low,0.8488425963752553,2743.7360117710195
9000000000004570545,dsct_flag0,candidate,low,2.0042078152625358,2731.7027497384697
9000000000004585626,dsct_flag0,candidate,low,0.9661312494248353,2752.6280736527406
9000000000004641419,dsct_flag0,confirmed,low,0.966161442498478,2764.651829918381
9000000000004647802,dsct_flag0,confirmed,low,0.07881642526822892,2764.6521554160863
9000000000004647949,dsct_flag0,confirmed,low,0.969778418080669,2764.652161785867
9000000000004648556,dsct_flag0,confirmed,low,1.9351439657430856,2764.6521885236725
9000000000004650386,dsct_flag0,candidate,low,1.9373865110014008,2764.6522619957104
9000000000004664396,dsct_flag0,confirmed,low,1.0014446938002703,2743.736141406931
9000000000004665271,dsct_flag0,confirmed,low,0.0016783784472753373,2740.7406282341108
9000000000004670884,dsct_flag0,confirmed,low,0.03378406457667044,2761.6570465718396
9000000000004672176,dsct_flag0,confirmed,low,0.9662314750617896,2761.6570861856453
9000000000004673539,dsct_flag0,confirmed,low,0.9661952507884763,2761.657126571983
9000000000004677282,dsct_flag0,confirmed,low,0.9661590029829917,2761.657234225422
9000000000004679769,dsct_flag0,confirmed,low,0.9661589777589145,2761.657306325622
9000000000004680338,dsct_flag0,confirmed,low,1.5981707668241627,2761.6573219960555
9000000000004680543,dsct_flag0,confirmed,low,0.9661589706118701,2761.6573267546482
9000000000004738015,dsct_flag0,confirmed,low,0.9661975273522974,2764.652076185681
9000000000004752271,dsct_flag0,candidate,low,0.5352191328315983,2743.735995069612
9000000000004754852,dsct_flag0,confirmed,low,0.8673574722262564,2743.736090601422
9000000000004754938,dsct_flag0,confirmed,low,0.9661279036444438,2743.736093327403
9000000000004757338,dsct_flag0,candidate,low,1.005421659380375,2740.740637811832
9000000000004759130,dsct_flag0,confirmed,low,0.9972851496660132,2740.7407008069567
9000000000004761183,dsct_flag0,candidate,high,934.125136151892,1973.787810756825
9000000000004772508,dsct_flag0,confirmed,low,0.9661589651144572,2761.6573424683884
9000000000004772989,dsct_flag0,confirmed,low,0.9661589598882901,2761.6573574068025
9000000000004827552,dsct_flag0,candidate,high,1084.6449068987315,2167.014318411704
9000000000004832210,dsct_flag0,confirmed,low,0.9661612727609866,2764.652315618936
9000000000004833050,dsct_flag0,candidate,high,1077.0364141892696,2764.6523527312092
9000000000004860614,dsct_flag0,confirmed,low,0.9661589684699236,2761.657332877163
9000000000004863260,dsct_flag0,confirmed,low,1.1245420891340685,2761.6574159455486
9000000000004863836,dsct_flag0,candidate,low,0.9973720717665345,2761.657437551301
9000000000004907679,dsct_flag0,confirmed,low,0.04416286281325466,2746.651649666019
9000000000004915339,dsct_flag0,confirmed,low,0.9661975200415072,2764.652097104583
9000000000004920875,dsct_flag0,confirmed,low,0.5000267057819096,2764.6523355953395
9000000000004928277,dsct_flag0,confirmed,low,1.9690305914736463,2743.7359396009706
9000000000004938796,dsct_flag0,candidate,high,1066.0408937873617,2001.7110772100277
9000000000004940093,dsct_flag0,confirmed,low,1.9689265813537724,2761.657063038554
9000000000004945152,dsct_flag0,confirmed,low,0.9661952184927097,2761.6572188823484
9000000000004949350,dsct_flag0,confirmed,low,0.9661951695946085,2761.6573586468585
9000000000004950793,dsct_flag0,candidate,low,0.9973358743637452,2761.6574022839777
9000000000005004690,dsct_flag0,confirmed,low,2.011139061213993,2764.652185037732
9000000000005007173,dsct_flag0,confirmed,low,2.537678977173712,2764.652291762177
9000000000005007809,dsct_flag0,confirmed,low,1.0365498679198264,2764.6523227589205
9000000000005009905,dsct_flag0,confirmed,low,0.03381980288957598,2764.652422880288
9000000000005016707,dsct_flag0,candidate,low,0.6237480602394548,2743.735987480264
9000000000005019263,dsct_flag0,confirmed,low,0.4662984922826247,2743.736085735727
9000000000005023899,dsct_flag0,candidate,low,0.0016783783977554819,2740.7407090985216
9000000000005023963,dsct_flag0,candidate,low,3.0038594932518934,2740.7407099083066
9000000000005024084,dsct_flag0,confirmed,low,0.37030135490514127,2740.740714437794
9000000000005040942,dsct_flag0,candidate,low,0.3316486603482006,2761.657469197642
9000000000005041474,dsct_flag0,candidate,low,1.0053875772443501,2746.70193117857
9000000000005088315,dsct_flag0,confirmed,low,0.033855979423306266,2764.651963829063
9000000000005089535,dsct_flag0,confirmed,low,0.033855978601930056,2764.6520309019834
9000000000005093519,dsct_flag0,confirmed,low,0.9662336496330199,2764.6522153462283
9000000000005096867,dsct_flag0,confirmed,low,0.9661250840014822,2764.6523666866124
9000000000005107801,dsct_flag0,confirmed,low,0.543383164513636,2743.7360915192403
9000000000005111982,dsct_flag0,candidate,low,0.21899189471226138,2740.7407054430805
9000000000005121607,dsct_flag0,confirmed,low,0.03382027214768282,2761.6572566935793
9000000000005175633,dsct_flag0,confirmed,low,0.033892150435479766,2764.6519561624154
9000000000005176344,dsct_flag0,confirmed,low,0.03385597906350723,2764.651993209962
9000000000005176912,dsct_flag0,confirmed,low,0.03385597870406176,2764.6520225619897
9000000000005179606,dsct_flag0,confirmed,low,3.9806092796357864,2764.6521491822787
9000000000005183327,dsct_flag0,candidate,low,2.5176402786200724,2764.6523052193224
9000000000005185321,dsct_flag0,confirmed,low,0.9974129111285436,2764.652401461266
9000000000005207966,dsct_flag0,confirmed,low,0.9661590102356025,2761.6572134946473
9000000000005212290,dsct_flag0,confirmed,high,1423.5267759492028,2761.6573447682895
9000000000005214241,dsct_flag0,candidate,low,2.1812625968074335,2761.657403751742
9000000000005263507,dsct_flag0,confirmed,low,9.368096715268557,2167.014348486904
9000000000005265752,dsct_flag0,confirmed,low,0.03389214925499493,2764.6520524569787
9000000000005271803,dsct_flag0,confirmed,low,1.9349202966701335,2167.014324680902
9000000000005273819,dsct_flag0,candidate,high,1034.1868630430095,2167.0143218906596
9000000000005273991,dsct_flag0,confirmed,low,37.478155636925024,2167.014321269933
9000000000005286347,dsct_flag0,candidate,low,0.8424729968398583,2740.7406630967744
9000000000005303197,dsct_flag0,confirmed,low,0.28888448986895704,2761.6574374134652
9000000000005392623,dsct_flag0,confirmed,low,4.182970230295583,2001.7115922453813
9000000000005443942,dsct_flag0,confirmed,low,0.9661974609231058,2764.6522662644275
9000000000005449347,dsct_flag0,confirmed,low,0.2866545191077054,2764.652036419604
9000000000005449427,dsct_flag0,confirmed,low,0.006221397757581517,2764.652039654553
9000000000005475731,dsct_flag0,candidate,low,1.036406598962665,2761.6574449301697
9000000000005528773,dsct_flag0,confirmed,low,0.9661974663846752,2764.6522506368347
9000000000005536476,dsct_flag0,confirmed,low,1.1237580214191096,2764.6521233073436
9000000000005543745,dsct_flag0,confirmed,low,0.9661974083226286,2764.6524167740718
9000000000005544213,dsct_flag0,confirmed,low,0.9661974023949712,2764.6524337353185
9000000000005546767,dsct_flag0,candidate,low,0.9661250272439863,2764.652529103216
9000000000005546978,dsct_flag0,candidate,low,1.9659613388323915,2764.652535450179
9000000000005551240,dsct_flag0,confirmed,low,1.9689265256777582,2761.6571411308832
9000000000005552761,dsct_flag0,confirmed,low,0.966122809398647,2761.6571868960746
9000000000005552812,dsct_flag0,confirmed,low,0.9661952291622787,2761.657188385725
9000000000005565100,dsct_flag0,confirmed,low,1.6792451331294858,2761.657549876254
9000000000005600745,dsct_flag0,confirmed,low,0.033892156630282104,2764.651450839825
9000000000005601718,dsct_flag0,confirmed,low,0.8252396309426026,2764.651519939769
9000000000005601944,dsct_flag0,confirmed,low,0.033855984653448946,2764.651536739897
9000000000005607779,dsct_flag0,confirmed,low,0.9661614198147667,2764.6518948273733
9000000000005607987,dsct_flag0,confirmed,low,0.9661614154754539,2764.6519072442316
9000000000005608294,dsct_flag0,confirmed,low,0.033855979891504066,2764.6519255964085
9000000000005609745,dsct_flag0,confirmed,low,0.9661613818636411,2764.6520034237765
9000000000005614247,dsct_flag0,confirmed,low,0.9661974780513757,2764.6522172540426
9000000000005629390,dsct_flag0,confirmed,low,1.968927453232231,2764.6523954267614
9000000000005629449,dsct_flag0,confirmed,low,1.9689274516092132,2764.6523977057077
9000000000005630056,dsct_flag0,candidate,low,1.9689636052140802,2764.652422007639
9000000000005630359,dsct_flag0,confirmed,low,0.9661974024480248,2764.652433583513
9000000000005633212,dsct_flag0,confirmed,low,1.9689635234952638,2764.6525367503054
9000000000005637890,dsct_flag0,confirmed,low,1.9688903055117188,2761.657155189663
9000000000005642753,dsct_flag0,candidate,low,1.238278187272338,2761.657303786371
9000000000005645258,dsct_flag0,confirmed,high,1026.9463314140135,2167.01146604307
9000000000005650964,dsct_flag0,confirmed,low,1.9688900260933797,2761.6575471148826
9000000000005651153,dsct_flag0,candidate,low,1.9688900226865236,2761.6575518934987
9000000000005693587,dsct_flag0,confirmed,low,0.03385598030340682,2764.6518919607624
9000000000005696889,dsct_flag0,confirmed,low,0.03385597807890278,2764.652073611971
9000000000005703294,dsct_flag0,confirmed,low,0.9661610911763355,2764.6528352200985
9000000000005703362,dsct_flag0,confirmed,low,0.033855968721633496,2764.6528377193026
9000000000005706961,dsct_flag0,candidate,low,0.006329910460013518,2764.6520611229353
9000000000005716288,dsct_flag0,confirmed,low,0.9661250535869218,2764.6524537205696
9000000000005722200,dsct_flag0,confirmed,low,0.9661228330881994,2761.65711917961
9000000000005722895,dsct_flag0,confirmed,low,1.9689265259068338,2761.657140809577
9000000000005723454,dsct_flag0,confirmed,low,1.9689265131987779,2761.6571586341597
9000000000005728857,dsct_flag0,confirmed,low,2.038449868814109,2761.657319183927
9000000000005737795,dsct_flag0,candidate,high,1073.134736152653,2763.7073676856235
9000000000005739204,dsct_flag0,confirmed,low,0.5521206753344582,2763.707407036796
9000000000005769810,dsct_flag0,confirmed,low,0.932269475053709,2764.6512826685794
9000000000005780412,dsct_flag0,confirmed,low,0.9661975621053637,2764.6519767441787
9000000000005781387,dsct_flag0,confirmed,low,0.03385597860729039,2764.6520304642618
9000000000005781841,dsct_flag0,confirmed,low,0.03385597831999862,2764.6520539242774
9000000000005781874,dsct_flag0,confirmed,low,0.9661613636544771,2764.652055528946
9000000000005787406,dsct_flag0,confirmed,low,0.03385597523588925,2764.6523057701997
9000000000005807588,dsct_flag0,confirmed,low,0.9660866231850226,2761.6571184932254
9000000000005809587,dsct_flag0,confirmed,low,1.9688902865641895,2761.65718176635
9000000000005809654,dsct_flag0,confirmed,low,0.03382027303935641,2761.6571838823147
9000000000005812648,dsct_flag0,confirmed,low,1.9688902180094128,2761.6572779244743
9000000000005817274,dsct_flag0,confirmed,low,1.0041071644018154,2761.6574189588428
9000000000005857290,dsct_flag0,candidate,low,1.485612254592122,2764.6514003262855
9000000000005865485,dsct_flag0,confirmed,low,1.9688916030210384,2764.651945108548
9000000000005868626,dsct_flag0,confirmed,low,2.9689088039060705,2764.6521136658266
9000000000005869159,dsct_flag0,candidate,high,1227.5659039082539,2108.0906261643395
9000000000005879641,dsct_flag0,confirmed,low,0.6394294489053964,2764.6521489215083
9000000000005882306,dsct_flag0,confirmed,low,1.968891375704181,2764.652264299337
9000000000005895238,dsct_flag0,candidate,low,1.9819259240755926,2761.657200963702
9000000000005949982,dsct_flag0,confirmed,low,0.033855979131007685,2764.651987697929
9000000000005952417,dsct_flag0,confirmed,low,0.033819806726302866,2764.652109241113
9000000000005957093,dsct_flag0,candidate,low,10.126662128796522,2764.652325111907
9000000000005960912,dsct_flag0,candidate,low,0.7734065559023199,2764.652023805771
9000000000005964745,dsct_flag0,candidate,high,1126.0455123703427,2167.01150106173
9000000000005977646,dsct_flag0,confirmed,low,0.5215709000269464,2761.6571398549713
9000000000005980866,dsct_flag0,confirmed,low,0.033892692590270654,2761.6572436876595
9000000000005989921,dsct_flag0,confirmed,low,0.03382026889311253,2761.657522451598
9000000000006020410,dsct_flag0,confirmed,low,0.03380559426853877,2771.7305974769406
9000000000006022110,dsct_flag0,confirmed,low,0.0063660831714076925,2764.651281819213
9000000000006025450,dsct_flag0,confirmed,low,0.9661615488058815,2764.6515257218853
9000000000006025883,dsct_flag0,confirmed,low,0.033892155355981855,2764.651554787066
9000000000006037465,dsct_flag0,confirmed,low,0.03389214689724515,2764.6522447834723
9000000000006037851,dsct_flag0,confirmed,low,0.033855975795686125,2764.652260057628
9000000000006038135,dsct_flag0,confirmed,low,0.966125117051266,2764.6522721117362
9000000000006045357,dsct_flag0,candidate,low,0.03772626545326141,2764.652126227971
9000000000006048255,dsct_flag0,confirmed,low,1.249162528416892,2764.652254160028
9000000000006048801,dsct_flag0,confirmed,low,1.0054067277068033,2764.6522779292427
9000000000006050146,dsct_flag0,confirmed,low,2.9688723983411975,2764.6523321736604
9000000000006057504,dsct_flag0,candidate,low,4.2299241677411965,2761.657073922921
9000000000006063724,dsct_flag0,confirmed,low,0.9688747477547545,2761.657279437408
9000000000006107196,dsct_flag0,confirmed,low,0.033892154836973894,2764.651597123593
9000000000006115335,dsct_flag0,confirmed,low,0.03385597779394904,2764.6520968810655
9000000000006120015,dsct_flag0,confirmed,low,0.9688740927598211,2764.6523113958538
9000000000006128326,dsct_flag0,candidate,low,5.0097078927184295,2764.65221058717
9000000000006128330,dsct_flag0,confirmed,low,0.4466746288063186,2764.6522107156925
9000000000006129694,dsct_flag0,confirmed,low,0.03381980475747772,2764.652270185761
9000000000006130071,dsct_flag0,confirmed,low,1.678149553591164,2764.6522862468846
9000000000006130247,dsct_flag0,confirmed,low,0.9688017570225482,2764.652294016909
9000000000006131451,dsct_flag0,confirmed,low,1.126579263137553,2764.6523435250856
9000000000006139796,dsct_flag0,confirmed,low,1.001282885367816,2761.657110502012
9000000000006139982,dsct_flag0,confirmed,low,1.5229262083252764,2761.657115760725
9000000000006145884,dsct_flag0,confirmed,low,0.0017742969004224335,2761.6573070907034
9000000000006149358,dsct_flag0,candidate,low,1.0054239974634867,2746.7018958837725
9000000000006181674,dsct_flag0,confirmed,low,0.9661833803538742,2771.73055804288
9000000000006198172,dsct_flag0,candidate,low,0.9662336655099225,2764.652169918176
9000000000006198256,dsct_flag0,confirmed,low,0.9662336642024166,2764.6521736592986
9000000000006199518,dsct_flag0,confirmed,low,0.9662336457061085,2764.6522265821695
9000000000006199559,dsct_flag0,confirmed,low,0.9662336451443074,2764.6522281896323
9000000000006199593,dsct_flag0,confirmed,low,0.9661974736778888,2764.652229768224
9000000000006205514,dsct_flag0,confirmed,low,0.9973045356697319,2764.652020907961
9000000000006207355,dsct_flag0,confirmed,low,1.343460173833194,2764.652106807567
9000000000006210148,dsct_flag0,confirmed,low,1.0014279441926779,2764.6522309021093
9000000000006210480,dsct_flag0,confirmed,low,0.9661612970308628,2764.652246171143
9000000000006213736,dsct_flag0,candidate,low,1.9688912946436543,2764.6523781218566
9000000000006213806,dsct_flag0,confirmed,low,1.0014640609310597,2764.6523804618046
9000000000006214454,dsct_flag0,candidate,low,1.9689274455598735,2764.6524061998352
9000000000006223081,dsct_flag0,confirmed,low,0.9661228133824731,2761.657175508328
9000000000006230552,dsct_flag0,confirmed,low,1.5379532491225634,2761.657418665476
9000000000006264667,dsct_flag0,candidate,low,4.709418555740962,2764.65127189178
9000000000006280416,dsct_flag0,confirmed,low,0.03385597585923473,2764.6522548682988
9000000000006280651,dsct_flag0,candidate,low,3.155369704726805,2764.6522646560334
9000000000006283792,dsct_flag0,confirmed,low,0.9661610751086028,2764.6528811976314
9000000000006284778,dsct_flag0,confirmed,high,981.0869358204901,2764.652928557247
9000000000006286606,dsct_flag0,candidate,low,1.0085175031838773,2764.652067215182
9000000000006289782,dsct_flag0,confirmed,low,1.968963752553912,2764.652215125505
9000000000006289991,dsct_flag0,confirmed,low,2.96894485643146,2764.652223910205
9000000000006292374,dsct_flag0,confirmed,low,0.966125099275319,2764.6523229791783
9000000000006293287,dsct_flag0,confirmed,low,0.9661250865439485,2764.6523594111204
9000000000006293407,dsct_flag0,confirmed,low,0.9661250849013695,2764.6523641115054
9000000000006293941,dsct_flag0,confirmed,low,0.0017723747205079013,2764.652386034839
9000000000006294244,dsct_flag0,confirmed,low,1.968927450832526,2764.6523987962864
9000000000006294343,dsct_flag0,candidate,low,0.0017362037973363848,2764.652402767446
9000000000006303119,dsct_flag0,confirmed,low,0.966122812628389,2761.657177663874
9000000000006312787,dsct_flag0,confirmed,low,2.0040501114547427,2761.657489683479
9000000000006313843,dsct_flag0,confirmed,low,0.1992643893616553,2761.6575232679024
9000000000006313849,dsct_flag0,confirmed,low,1.0011016850868284,2761.6575230918825
9000000000006344785,dsct_flag0,confirmed,low,1.0014644322216832,2764.6513554733247
9000000000006356251,dsct_flag0,confirmed,low,0.966161346156463,2764.652105599176
9000000000006357774,dsct_flag0,confirmed,low,0.966197492309881,2764.652176455129
9000000000006357802,dsct_flag0,confirmed,low,0.9662336627429056,2764.652177835349
9000000000006358109,dsct_flag0,confirmed,low,0.9661974867936304,2764.652192239184
9000000000006358667,dsct_flag0,confirmed,low,0.9661613064079423,2764.652219338808
9000000000006359228,dsct_flag0,confirmed,low,0.033819805084320254,2764.6522434675135
9000000000006362279,dsct_flag0,confirmed,low,1.0366220091770955,2764.6528576747514
9000000000006363126,dsct_flag0,confirmed,low,0.03385596795060511,2764.6529006808996
9000000000006363818,dsct_flag0,confirmed,low,0.033855967550637966,2764.6529333419167
9000000000006364294,dsct_flag0,confirmed,low,1.9688547117774962,2764.652956584003
9000000000006369265,dsct_flag0,confirmed,low,0.966197471713286,2764.652235389687
9000000000006371677,dsct_flag0,confirmed,low,1.9689274948437017,2764.652336998377
9000000000006373973,dsct_flag0,confirmed,low,1.968927429305487,2764.652429023292
9000000000006385065,dsct_flag0,confirmed,low,0.9661227763155424,2761.657281463966
9000000000006392244,dsct_flag0,confirmed,low,0.9661951165631569,2761.657510225661
9000000000006392875,dsct_flag0,confirmed,low,0.9661226901914429,2761.6575276493095
9000000000006421651,dsct_flag0,confirmed,low,0.03387775075205008,2771.730646678712
9000000000006423173,dsct_flag0,confirmed,low,1.001464443564277,2764.6513241608627
9000000000006424108,dsct_flag0,confirmed,low,0.8980155712486454,2764.651393013075
9000000000006426152,dsct_flag0,confirmed,low,0.03389215546229294,2764.6515461150557
9000000000006436882,dsct_flag0,confirmed,low,0.9661974861013324,2764.652194220107
9000000000006437992,dsct_flag0,confirmed,low,1.9689637314824804,2764.652244712226
9000000000006441429,dsct_flag0,confirmed,low,0.9975935961894642,2764.6528712040745
9000000000006443180,dsct_flag0,candidate,low,0.9662335512709691,2764.6524967863224
9000000000006443347,dsct_flag0,confirmed,low,1.0014641921977636,2764.6520180855878
9000000000006450799,dsct_flag0,confirmed,low,1.968891309673704,2764.6523570171557
9000000000006450804,dsct_flag0,confirmed,low,0.9661250873322043,2764.652357155457
9000000000006452607,dsct_flag0,confirmed,low,0.9661250613796518,2764.652431420982
9000000000006455318,dsct_flag0,candidate,low,1.9688911856119637,2764.6525312205777
9000000000006462423,dsct_flag0,confirmed,low,2.0040140803626736,2761.6572429463267
9000000000006467663,dsct_flag0,candidate,low,0.035666987356291674,2761.6574121061713
9000000000006496934,dsct_flag0,confirmed,low,0.03384335680239306,2762.728311672341
