WDJname,GaiaEDR3,RA_ICRS,DE_ICRS,Pwd,Gmag,BPmag,RPmag,sepsi,o_Gmag,RFG
"WDJ023830.93+063759.84 ",18493721155296768,39.6288092899,6.63288457304,0.996635,15.5403,15.5342,15.6051,0.374653,225,1412.619
"WDJ023833.11+070809.35 ",18949090767841024,39.63844887401,7.13587562783,0.996661,16.4827,16.5235,16.453,2.050154,176,947.495
"WDJ023147.98+064132.09 ",19247810039585920,37.95002061939,6.69190414259,0.993185,17.7379,17.7442,17.6484,0.0,199,615.843
"WDJ023114.82+081023.71 ",19693180966870656,37.81316173155,8.17190658944,0.995913,17.1682,17.4794,16.7038,0.0,213,1161.955
"WDJ025007.11+081753.42 ",20484382662003968,42.53054336745,8.29630451154,0.993263,17.9753,18.5839,17.2792,0.0,205,658.273
"WDJ024245.47+100638.35 ",21847265979206784,40.68959907384,10.11058127436,0.99498,17.9002,17.9178,17.8576,0.0,218,574.002
"WDJ024529.95+105618.14 ",22346856575624192,41.3750967968,10.93878187245,0.996606,17.9806,18.4259,17.3904,0.228882,182,578.448
"WDJ022524.62+074635.02 ",22602316934913280,36.35264448452,7.7762742556,0.997984,17.6209,17.5247,17.8272,2.355527,208,729.955
"WDJ023608.52+093927.23 ",23283704907067264,39.03535917567,9.65741419935,0.99013,17.7367,17.8043,17.6354,0.0,212,644.997
"WDJ023405.65+094615.81 ",23344972615470720,38.52431728234,9.77067959253,0.834125,17.6889,17.991,17.2312,0.0,223,842.306
"WDJ021704.91+091557.41 ",23945026790829824,34.27070346221,9.26592372137,0.999764,16.8811,16.8244,17.0319,0.0,213,842.662
"WDJ022723.35+112247.22 ",24684276562185600,36.84799372575,11.37950938823,0.993293,17.5988,17.6493,17.5282,0.074435,209,798.625
"WDJ024035.57+104701.54 ",24968088000745216,40.1482440132,10.78380430493,0.999632,16.4669,16.4151,16.5923,0.041084,208,893.737
"WDJ024247.61+111043.68 ",25354703776960768,40.69860243178,11.17859443592,0.999643,17.6716,17.6508,17.8115,0.976366,229,745.147
"WDJ024402.29+112052.80 ",25386486535068160,41.00952659919,11.34800130605,0.997677,17.8934,17.8837,17.9648,0.74291,153,532.17
"WDJ024208.44+111233.00 ",25405350031335296,40.53593988048,11.20786347749,0.994163,16.1049,16.2272,15.8966,0.0,226,1496.615
"WDJ023321.50+112331.22 ",25939369085356928,38.33969275469,11.39203673641,0.996242,17.8629,17.8249,17.9832,0.0,217,681.337
"WDJ023439.00+121959.54 ",26162501226472960,38.66244663851,12.33319487187,0.999274,17.5397,17.4707,17.7279,0.20795,227,787.056
"WDJ023959.46+130241.70 ",26630274704003712,39.99772818191,13.04476809798,0.999177,17.5494,17.5201,17.6023,0.844622,157,602.944
"WDJ023409.37+130149.54 ",26765274116202112,38.53902460944,13.03035620256,0.999075,17.8969,17.8941,17.9885,0.0,186,537.06
"WDJ023621.77+130836.14 ",26779537703131648,39.09072147143,13.14324247012,0.999097,17.3223,17.2879,17.4543,0.906078,222,928.1
"WDJ030034.27+115059.27 ",27578539058961280,45.14286830208,11.84967138997,0.9968,17.7072,17.7064,17.7274,0.0,185,664.668
"WDJ030620.25+114617.03 ",27705910609233408,46.58432280986,11.77141351286,0.994639,17.2271,17.2533,17.3057,1.885491,131,625.791
"WDJ025642.94+132818.42 ",29115828113496448,44.17914228932,13.47174924528,0.999136,17.8966,17.8785,17.9838,0.0,201,568.819
"WDJ030916.70+133951.43 ",29677639900358656,47.31976217706,13.66414339542,0.889153,17.8446,17.9453,17.7084,0.0,166,551.887
"WDJ031709.34+135558.29 ",29942587842779264,49.28891230012,13.93286109761,0.99841,17.5471,17.558,17.6217,0.0,216,766.113
"WDJ032109.02+141056.37 ",30012303751796864,50.28765829809,14.18212421133,0.997838,17.17,17.1843,17.1702,1.126258,221,585.526
"WDJ031802.62+141454.49 ",30048866808843648,49.51108875534,14.24821902738,0.99505,17.1068,17.1532,17.0148,0.0,224,827.904
"WDJ030445.21+134430.88 ",30472930404162304,46.18878883384,13.74170840306,0.997522,17.6163,17.6226,17.6646,0.0,184,629.794
"WDJ030953.95+150521.83 ",31047257726638592,47.47455756819,15.0889948901,0.99971,15.2108,15.1213,15.4085,8.419005,234,1488.362
"WDJ030958.96+152216.11 ",31067426892323584,47.4951944673,15.36990011651,0.994274,17.1804,17.2945,16.9012,0.0,200,919.274
"WDJ031346.82+152140.42 ",31122913575497472,48.44510296107,15.36119309321,0.993203,17.7177,17.7756,17.7001,0.0,205,762.05
"WDJ031548.68+154441.70 ",31153115785352064,48.95287770175,15.74484377544,0.995605,17.9618,17.9642,17.9742,0.0,208,609.281
"WDJ031446.29+153621.32 ",31156178097394432,48.69268578211,15.60574509757,0.996727,17.4772,17.4653,17.5201,0.0,211,798.348
"WDJ031000.56+163020.74 ",31484932074057600,47.50333430335,16.50497225205,0.999501,17.4808,17.4125,17.5949,0.0,155,606.077
"WDJ025116.37+142848.40 ",32451883831098240,42.8184032644,14.48012512546,0.998525,17.1852,17.1797,17.2257,0.0,209,723.6
"WDJ024400.72+142429.68 ",32880762085326336,41.00293213006,14.40828017106,0.998866,16.6545,16.6476,16.7121,0.734936,232,1144.315
"WDJ024808.53+151443.50 ",33325372804594304,42.03570263309,15.24544216524,0.999377,17.7384,17.6964,17.8418,0.0,150,587.819
"WDJ024624.07+154502.29 ",33554517899463040,41.60023460193,15.75053115333,0.99938,16.3585,16.308,16.4969,0.0,162,1027.327
"WDJ024822.69+160013.90 ",33656531962611072,42.09479464946,16.00365965159,0.998282,16.6895,16.6181,16.8724,0.341914,209,906.516
"WDJ024657.97+162242.99 ",33728382471118720,41.74182941316,16.37850838492,0.996039,15.6097,15.6367,15.5616,1.072658,165,957.318
"WDJ030115.54+144654.09 ",33788752531471488,45.31478727531,14.78148287397,0.999441,17.0028,16.9623,17.1519,0.0,160,862.517
"WDJ030913.23+164243.37 ",34496906739449344,47.30584514554,16.7117299733,0.995439,17.4795,17.4986,17.516,0.929946,201,594.993
"WDJ030601.97+175132.12 ",34881117333814144,46.50818707669,17.85858530494,0.912912,17.455,17.744,17.0007,0.0,216,866.863
"WDJ025332.48+172044.83 ",35350604503572480,43.38583060725,17.34579778485,0.994859,17.6802,17.7466,17.5921,0.0,194,709.843
"WDJ030012.87+185444.98 ",35994372856799744,45.05391922266,18.91255590866,0.999451,16.8457,16.7705,16.9777,3.56E-4,188,673.015
"WDJ034719.35+100921.95 ",36075324401936512,56.83068957681,10.15579960299,0.990835,17.9915,18.0628,17.8194,0.349461,462,926.592
"WDJ034939.35+103649.97 ",36207059639735296,57.41393109997,10.61381037576,0.997848,16.7103,16.7163,16.7345,0.284979,434,1042.279
"WDJ034314.34+102938.49 ",36321786805002880,55.80987859273,10.4939260829,0.999121,16.5157,16.3848,16.7848,1.37877,359,1230.548
"WDJ034200.58+110648.56 ",36436582688921728,55.50237208217,11.11354344228,0.993864,17.6999,17.2499,17.2328,1.517495,324,725.738
"WDJ034658.39+124730.25 ",37782178765144832,56.74347421312,12.7916611542,0.997907,16.6885,16.6902,16.7401,0.0,282,990.863
"WDJ034551.47+125416.30 ",37833817155024512,56.46446208332,12.90452133705,0.994333,17.6372,17.7187,17.6126,0.0,285,721.419
"WDJ034839.57+133329.02 ",37976345646670464,57.16478949137,13.5580664458,0.999618,16.1422,16.0428,16.3439,5.44711,374,1323.141
"WDJ034249.45+132529.78 ",38113539785170176,55.70606836985,13.42498042584,0.997308,17.484,17.4794,17.5476,1.858531,287,805.509
"WDJ035737.68+122620.84 ",38317739709951616,59.40721444546,12.43876511708,0.996573,17.6974,17.747,17.6798,0.0,312,737.289
"WDJ035824.22+132431.03 ",38532728593335296,59.6010599568,13.4084463578,0.982463,17.6221,17.6898,17.5619,0.0,305,536.587
"WDJ035809.40+134539.66 ",38747962291181056,59.53904312792,13.76049005471,0.999281,16.7047,16.6464,16.8702,0.0,361,1150.889
"WDJ040435.02+150226.60 ",39124751182907520,61.14600503607,15.04033192258,0.998631,16.0064,15.9976,16.0451,0.421954,427,1391.446
"WDJ040342.09+145928.77 ",39305036729495936,60.92602282148,14.99121874991,0.998374,15.0219,14.993,15.1072,2.899962,444,1667.138
"WDJ040242.39+152742.47 ",39387328302768640,60.67688404539,15.46193205078,0.995585,16.6241,16.8005,16.3293,0.0,408,1602.154
"WDJ033228.44+133938.42 ",41026764562266368,53.11838700741,13.66072162755,0.992006,16.9492,17.0219,16.8617,0.083012,211,812.05
"WDJ033429.22+154018.91 ",42451804648171904,53.62186450388,15.67190606469,0.993609,17.6851,17.6344,17.7515,0.0,368,920.718
"WDJ034411.48+150945.81 ",42871199614383616,56.04793875663,15.16254281246,0.987909,16.8081,16.934,16.5924,0.528497,266,1293.53
"WDJ034410.90+151022.33 ",42871268333859584,56.04552566848,15.17268601225,0.98981,16.4497,16.5661,16.2292,0.0,258,1498.573
"WDJ034241.50+145928.31 ",42873261198635904,55.672970747,14.99108140438,0.993198,17.7153,17.7549,17.6239,2.068445,316,877.731
"WDJ034629.06+155535.38 ",43028734718634368,56.62103031653,15.92643856132,0.99669,17.4728,17.4612,17.5075,0.0,253,987.969
"WDJ034736.69+162409.73 ",43629828277884160,56.9029095698,16.40242360264,0.999522,16.6277,16.5873,16.7396,1.020226,279,1088.919
"WDJ034240.77+163402.59 ",44061042994622208,55.66996829108,16.56713914244,0.999433,16.747,16.6884,16.8736,1.482255,235,1004.645
"WDJ033449.19+164629.92 ",44266750451797760,53.70496264074,16.77493363837,0.934324,17.1652,17.0587,17.3631,2.41542,319,913.123
"WDJ034431.03+170543.71 ",44478578238260864,56.12928528083,17.09560598292,0.990277,17.585,17.7009,17.3929,0.0,262,733.615
"WDJ034439.14+173908.41 ",44556579141068544,56.16270868178,17.65218335887,0.993434,17.2515,17.3927,16.9652,0.912358,267,1014.571
"WDJ034533.69+174456.74 ",44581764827781632,56.39054515708,17.74902095679,0.975943,16.9888,16.9425,16.757,0.0,259,412.959
"WDJ034434.85+182609.82 ",44901791432527232,56.14712981451,18.4310400815,0.99347,15.0578,15.2468,14.7187,0.0,229,1932.846
"WDJ034639.11+185024.73 ",44944947263942144,56.66292435588,18.84000791641,0.99886,16.9851,16.9736,17.0623,0.0,264,897.943
"WDJ041034.20+160322.17 ",45297409459299328,62.64250789454,16.05609012648,0.929077,16.9261,17.0215,16.7685,0.0,282,1045.946
"WDJ040928.90+170754.39 ",45980377978968064,62.37094995378,17.13167749429,0.998895,15.356,15.319,15.4633,2.428506,207,1076.324
"WDJ040611.94+170844.04 ",46370940828875264,61.55003351832,17.14541529645,0.975871,17.5202,17.6444,17.301,0.0,308,917.44
"WDJ040843.44+175327.91 ",46842051498047872,62.18090325358,17.89076824004,0.99442,17.9709,18.0521,17.8615,0.0,270,622.702
"WDJ041010.32+180223.80 ",46896958359881728,62.54334799501,18.03956294497,0.999059,14.2248,14.2172,14.2782,8.228156,227,1443.057
"WDJ041309.12+185937.66 ",48522895539002624,63.28838878707,18.99360656105,0.995682,16.2721,16.278,16.2532,0.989393,259,1122.819
"WDJ041827.54+192902.88 ",48601544980508672,64.61504981256,19.48395588479,0.998365,16.5812,16.5756,16.5871,0.0,304,1107.593
"WDJ040940.05+190230.51 ",48712973611807616,62.41705567136,19.04163678775,0.99906,17.1578,17.1008,17.265,0.288263,260,981.482
"WDJ041017.34+195426.31 ",48829075167625472,62.57450424837,19.90585193623,1.0,17.4739,17.9508,16.8448,0.0,233,934.661
"WDJ042009.21+195246.74 ",49013483883923968,65.0378191545,19.87889656342,0.993028,17.7678,18.0211,17.377,0.0,488,1195.558
"WDJ042130.96+203313.15 ",49145906315890944,65.37891201051,20.55378879749,0.997673,17.3173,17.3117,17.3263,0.0,425,1093.972
"WDJ041627.54+211901.97 ",49488331171442560,64.11482496913,21.31704278743,0.944847,17.8048,17.9097,17.6462,0.0,432,808.915
"WDJ035614.38+190138.98 ",50074065928679552,59.05984320441,19.02746090693,0.99913,17.7384,17.7371,17.8186,1.15881,400,802.321
"WDJ035200.41+191223.55 ",50877018654811392,58.00174585497,19.20633219048,0.996711,17.6629,17.6615,17.6725,0.0,477,889.81
"WDJ035610.24+203031.64 ",51361731483812096,59.04272754514,20.50872933996,0.995827,17.6739,17.6285,17.7583,0.0,384,875.634
"WDJ040104.29+214025.06 ",53042472446551424,60.26763033998,21.6724909717,0.9985,17.0964,17.0456,17.2361,0.0,425,1085.975
"WDJ035826.49+215726.16 ",53278867446391040,59.61145708005,21.95612212653,0.996257,16.6464,16.8624,16.2942,1.002725,385,1755.955
"WDJ040114.19+221403.18 ",53357340790958848,60.30916800385,22.2341157969,0.996723,16.9917,17.0362,16.9688,0.0,365,873.995
"WDJ040802.96+232343.08 ",53716846734195328,62.01259149989,23.39512748225,0.994019,17.295,17.323,17.3088,0.0,286,828.239
"WDJ032631.46+155714.79 ",54253618862057728,51.63193424425,15.95474899979,0.996853,17.4157,17.768,16.9106,0.0,215,954.223
"WDJ033132.92+163116.50 ",54755958239140736,52.88716973,16.52125493218,0.992355,17.9106,18.0129,17.7673,0.0,344,818.921
"WDJ031639.31+161050.19 ",55200745050158976,49.16375686836,16.18050029023,0.999795,17.1656,17.1233,17.3218,0.0,209,854.216
"WDJ031522.79+161432.09 ",55247298199862912,48.84528208916,16.24205168204,0.996369,17.5021,17.8269,17.0006,0.0,225,810.904
"WDJ031953.72+164000.88 ",55324577547215104,49.97471164811,16.66639046799,0.991794,17.0657,17.201,16.8379,0.22192,204,1003.684
"WDJ031556.32+174623.77 ",55692089307977088,48.98537646371,17.77295776528,0.994062,17.9524,18.2336,17.5225,0.0,192,689.944
"WDJ032425.75+173814.38 ",55783726731081984,51.10762451235,17.63728578948,0.997491,16.6769,16.6604,16.684,0.743821,193,1137.852
"WDJ032250.24+174410.47 ",55841068838886656,50.70925890298,17.73608265953,0.998723,17.8613,17.8011,18.0048,0.368603,219,637.368
"WDJ032648.97+182757.06 ",55941987687105152,51.70401434156,18.46565537968,0.999006,17.0636,17.0697,17.1361,1.015365,413,1264.285
"WDJ033349.39+181333.79 ",56529573573742848,53.45603216473,18.22604668958,0.999444,16.3152,16.1858,16.4687,2.215833,240,756.738
"WDJ033252.63+180624.01 ",56621554593127808,53.21938433229,18.10627528221,0.994972,17.2944,17.3296,17.2357,1.474154,305,940.524
"WDJ034110.53+190800.40 ",57021123989934464,55.29394227602,19.13329973605,0.967545,15.8373,15.9136,15.7015,0.882627,246,1125.938
"WDJ033844.54+200006.55 ",57359563116500352,54.68563761402,20.00138199063,0.99248,17.7508,17.9045,17.4764,0.0,285,938.506
"WDJ032819.12+190718.24 ",57540742017257856,52.07996005181,19.12159472294,0.992532,17.5149,17.5532,17.2986,1.622329,300,827.34
"WDJ033213.89+194021.50 ",57630150352954880,53.05787440372,19.67249533752,0.997722,17.1188,17.1067,17.1865,0.58125,295,884.133
"WDJ030801.85+183547.47 ",58958734059314816,47.00759101844,18.59636172516,0.989607,17.9079,18.0241,17.7821,0.0,205,611.664
"WDJ031238.51+183504.77 ",59004677325188864,48.1605402061,18.58479848166,0.99969,17.608,17.5588,17.7062,0.0,228,745.512
"WDJ031149.21+190055.62 ",59077760488621184,47.9552002635,19.01496427561,0.999768,14.2059,14.1347,14.3649,11.196774,199,1276.491
"WDJ031700.40+182722.35 ",59117372971786880,49.25182120173,18.45609710001,0.99911,17.3421,17.2969,17.4554,0.0,217,736.941
"WDJ032004.08+194734.75 ",59370127502651264,50.01709548887,19.79287511426,0.999819,15.6396,15.5827,15.7938,0.664604,208,1236.172
"WDJ030606.22+184411.71 ",59726644147616384,46.52596967411,18.73657896787,0.996925,16.3591,16.3718,16.3874,0.0,214,942.617
"WDJ030840.69+204448.65 ",60575600267771520,47.16957040253,20.74668936118,0.999757,17.8876,17.848,18.0371,0.0,196,581.567
"WDJ030627.35+204439.37 ",60608688695819520,46.61402415466,20.7440348854,0.999218,17.8379,17.763,17.9741,0.612019,198,628.022
"WDJ031352.55+212431.21 ",60705106417608576,48.46912068094,21.40856497401,0.999713,17.1716,17.1063,17.3384,1.044161,210,806.411
"WDJ031103.57+215726.56 ",60797907775070080,47.76480037961,21.95732747097,0.999398,17.4914,17.4708,17.5905,0.0,212,710.391
"WDJ032226.41+211405.35 ",61252388331976192,50.61023017904,21.23471391174,0.995874,17.7831,17.8398,17.7415,0.207019,337,758.982
"WDJ032417.23+212329.60 ",61270839511535232,51.07206766526,21.39124504795,0.996418,17.6545,17.6864,17.6545,0.099523,235,672.431
"WDJ032825.22+215308.84 ",61497407625478272,52.10557922458,21.88537262631,0.998667,15.47,15.4573,15.5355,4.801746,215,1116.861
"WDJ032916.31+215656.24 ",61580725694145536,52.31807120431,21.94892267597,0.999644,17.7397,17.6909,17.8594,0.0,230,727.802
"WDJ031550.94+221223.78 ",62271429450749824,48.96304575871,22.20658314639,0.999801,15.85,15.7837,16.0089,2.269342,315,1498.202
"WDJ031242.85+221828.36 ",62311183668001664,48.17949830883,22.3070239207,0.879113,16.9065,17.1755,16.477,1.980366,181,1173.342
"WDJ032124.60+225841.31 ",62615473509949696,50.35244293439,22.97818990952,0.997701,17.0409,17.0403,17.0757,0.0,174,836.305
"WDJ032646.77+232928.85 ",62693431461952512,51.69497472853,23.49120338846,0.995526,17.9427,17.9998,17.949,0.640841,201,514.882
"WDJ034511.83+194026.08 ",63054590968017408,56.30025386935,19.67340041242,0.998142,14.2054,14.2024,14.2384,7.453503,233,1737.729
"WDJ034323.12+195813.60 ",63126196662620416,55.84669517198,19.97116389761,0.996401,15.6172,15.7964,15.2958,0.0,235,1790.419
"WDJ034645.32+202537.71 ",63214776068092288,56.68895469435,20.42698197877,0.998457,17.9855,17.958,18.0262,9.908696,259,587.74
"WDJ035059.82+215731.52 ",63846445499673472,57.7496921616,21.95819099694,0.995132,17.7441,17.8915,17.5163,0.764666,448,1019.259
"WDJ033817.54+223025.60 ",64672350529217792,54.57291680735,22.50701287264,0.995484,17.1288,17.1321,17.1057,0.0,252,987.336
"WDJ035524.84+222859.37 ",65375350777782912,58.85347994052,22.48275910865,0.999764,15.9295,15.8554,16.0935,2.033386,368,1446.354
"WDJ035911.38+235808.22 ",65958916574337152,59.79724205831,23.96858315059,0.996707,17.7924,18.0222,17.4273,0.097712,364,933.351
"WDJ040337.18+241454.54 ",66027979649547136,60.90480737381,24.24826056125,0.99798,17.4107,17.4336,17.4285,0.0,432,1038.141
"WDJ040434.13+250851.68 ",66144699680456320,61.14286168534,25.14672914512,0.998711,13.8182,13.8188,13.8481,14.06163,467,1978.476
"WDJ040214.74+251150.29 ",66341576682958080,60.56184739553,25.19720004054,0.994986,17.4838,17.8327,16.9734,0.758041,433,1335.967
"WDJ040316.35+252016.80 ",66349346281437952,60.8179244891,25.33786818803,0.999713,15.5765,15.4779,15.762,5.08774,393,1653.517
"WDJ035211.33+245548.80 ",66697547870378368,58.047315363,24.93000934343,0.998804,16.586,16.4531,16.8565,1.396678,396,1215.172
"WDJ035159.10+250601.77 ",66887625943880832,57.9962070702,25.10038735819,0.999509,17.2045,17.158,17.309,0.448011,409,1137.602
"WDJ035226.38+253429.84 ",67294715824940416,58.10988466345,25.57479175126,0.996391,17.7439,17.7817,17.7225,0.0,446,943.191
"WDJ033453.24+225007.15 ",67620897117741440,53.72174456552,22.83581117188,0.999615,15.2282,15.1373,15.4318,7.82115,253,1086.923
"WDJ033633.54+234938.70 ",67833373443520640,54.13973715503,23.82740449279,0.980016,17.8892,17.9164,17.8603,0.0,228,591.345
"WDJ033958.48+233335.09 ",68127050423764224,54.99364775063,23.55957565165,0.997626,17.5253,17.5161,17.5415,1.719061,251,802.062
"WDJ034247.39+243408.46 ",68312386852778752,55.69757090577,24.56864186915,0.999566,17.4028,17.3477,17.5384,0.0,267,921.597
"WDJ034133.15+245927.43 ",68387630383786624,55.38824203385,24.99083594945,0.998667,17.6873,17.7141,17.7987,1.101986,248,747.691
"WDJ032528.59+245644.39 ",69081319141373696,51.36913155825,24.94565967183,0.992777,17.8738,17.8018,18.0301,0.0,237,675.771
"WDJ032817.09+252853.56 ",69211478126021376,52.07146580404,25.48151044209,0.999102,16.8006,16.7942,16.8745,0.494875,242,972.657
"WDJ033229.92+255458.87 ",69573801567332608,53.12490924621,25.9162747108,0.998228,17.2352,17.2457,17.2674,1.715606,227,822.448
"WDJ033353.33+261157.65 ",69672517095981312,53.47222358344,26.19933815443,0.997944,17.6735,17.7033,17.7504,0.0,261,678.984
"WDJ034605.48+264348.42 ",70294183545534976,56.52295498363,26.73004660744,0.999732,17.787,17.7259,17.9796,0.0,257,756.171
"WDJ035200.31+281206.02 ",70860401972786432,58.00127661025,28.20163490726,0.999756,17.3136,17.2711,17.4405,0.0,375,1050.513
"WDJ034409.61+271507.64 ",71121398543609984,56.03985040385,27.2519824216,0.999742,16.3272,16.2589,16.4874,2.010681,238,1189.593
"WDJ034552.39+280020.95 ",71554571765081728,56.46823767556,28.00568550785,0.997992,17.265,17.286,17.2847,0.0,257,877.808
"WDJ034151.25+281932.76 ",71797662617360256,55.46342072984,28.32564345101,0.995436,17.9435,18.0977,17.6597,0.0,245,635.682
"WDJ021607.59+115919.58 ",72992389375581440,34.03223370275,11.98873425217,0.999808,16.4174,16.3648,16.5533,1.165184,194,960.758
"WDJ021943.54+123625.63 ",73126873390979072,34.93163080607,12.60695109721,0.991114,17.8992,17.7172,17.4214,0.669869,224,421.917
"WDJ021037.19+112141.61 ",73226890294396032,32.65502603151,11.36151278351,0.999669,17.769,17.7059,17.9115,0.133556,263,740.554
"WDJ021028.69+124318.99 ",73668756530042112,32.61982194857,12.72194737077,0.999784,17.0265,16.9766,17.1635,2.399595,226,967.581
"WDJ022629.98+122522.72 ",74336778563550464,36.62481760328,12.42284377066,0.993272,16.7889,16.7853,16.8468,0.0,181,654.72
