source_id,ra,dec,gaia_g_mag,bp_rp,wdj_name,wd_class,paper_variable,paper_periodic,known_roster,in_core,n_variants,Pwd,sepsi,sigma_G_nobs,provenance
1158050898150073472,223.93981445384,4.25236934734,16.8725,-0.4770000000000003,WDJ145545.58+041508.67,unclassified,,,False,True,4,0.97598,0.575444,0.025367,stageB_rebuild
1160300056558791168,226.60886318388,6.64582176879,16.5719,0.13279999999999959,WDJ150626.20+063846.26,unclassified,,,False,True,4,0.983248,0.513313,0.034283,stageB_rebuild
1163266672074075008,229.61114990659,6.97032646126,17.5196,0.1366999999999976,WDJ151826.69+065813.27,unclassified,,,False,True,4,0.875555,0.0,0.035189,stageB_rebuild
1171325095873664640,218.66704795602,6.11737248686,17.9528,-0.11179999999999879,WDJ143440.09+060702.67,unclassified,,,False,True,4,0.944232,4.432203,0.045008,stageB_rebuild
1179312330589760768,217.67133490947,12.43982973121,17.3814,-0.19239999999999924,WDJ143041.14+122623.43,unclassified,,,False,True,4,0.999809,0.0,0.026893,stageB_rebuild
1180021786172275712,224.63586279934,10.13832413384,16.4491,-0.2748999999999988,WDJ145832.64+100818.11,unclassified,,,False,True,4,0.999575,0.842197,0.02291,stageB_rebuild
1183379213647590016,226.46998414031,13.84895422803,16.5871,-0.0367999999999995,WDJ150552.81+135057.00,unclassified,,,False,True,4,0.998639,0.257622,0.021394,stageB_rebuild
1188363918331170048,223.92037863971,17.89776130213,17.4443,0.10829999999999984,WDJ145540.89+175351.74,unclassified,,,False,True,4,0.994867,0.0,0.070373,stageB_rebuild
1190316479183748992,235.33267051293,12.15400217285,17.0316,-0.19679999999999964,WDJ154119.84+120914.79,unclassified,,,False,True,4,0.984521,0.0,0.042004,stageB_rebuild
1191504471436192512,238.23369723378,12.91207887987,16.5311,-0.21229999999999905,WDJ155256.12+125444.43,WD-MS binaries,True,True,True,True,4,0.876278,1.192292,0.269119,further_analysis
1196820816314793984,237.48252434549,17.93352395117,16.0803,-0.19350000000000023,WDJ154955.89+175600.82,unclassified,,,False,True,4,0.999838,2.14343,0.019117,stageB_rebuild
1199164627209299584,240.29506572583,16.30751223695,17.7829,-0.2684999999999995,WDJ160110.81+161827.19,unclassified,,,False,True,4,0.998833,9.214404,0.039858,stageB_rebuild
1202826348825240832,238.10918727469,18.17237692658,14.8158,-0.11730000000000018,WDJ155226.38+181018.69,unclassified,,,False,False,2,0.998343,5.82566,0.015773,stageB_rebuild
1205863230004087808,240.31621893463,21.10625008307,17.6221,0.1667999999999985,WDJ160115.85+210622.70,unclassified,,,False,True,4,0.985555,0.472981,0.034626,stageB_rebuild
1212352655004983808,228.7523381971,19.27213266866,17.8454,-0.09110000000000085,WDJ151500.57+191619.69,unclassified,,,False,True,4,0.799043,0.0,0.247801,stageB_rebuild
1212395535957392256,228.34398602668,19.4695958337,17.5732,-0.007600000000000051,WDJ151322.58+192810.61,unclassified,,,False,True,4,0.84653,5.445904,0.037643,stageB_rebuild
1215329685816059520,229.40088072282,22.80614324031,17.2003,0.05689999999999884,WDJ151736.18+224822.80,unclassified,,,False,True,4,0.996123,0.221566,0.029149,stageB_rebuild
1222226436929209472,233.78280515977,25.3549733695,17.5784,0.09159999999999968,WDJ153507.90+252118.56,unclassified,,,False,True,4,0.995821,0.0,0.046099,stageB_rebuild
1223988576107848832,234.90870693278,27.10159004739,16.5803,-0.30879999999999797,WDJ153938.12+270605.84,unclassified,,,False,True,4,0.95495,2.841711,0.030265,stageB_rebuild
12254267546754176,54.99402565256,9.81986369185,16.5363,-0.05450000000000088,WDJ033958.55+094911.40,unclassified,,,False,True,4,0.989794,1.178292,0.02294,stageB_rebuild
1228266814506156928,218.52805085392,15.13822919709,16.0072,-0.09939999999999927,WDJ143406.77+150817.81,unclassified,False,False,True,False,2,0.999274,0.743857,0.018565,excerpt_table
1228505472953481728,215.8337517008,14.10250517392,17.3906,0.05369999999999919,WDJ142320.15+140608.73,unclassified,,,False,True,4,0.99558,0.036298,0.033699,stageB_rebuild
1228541795492213248,216.36992397749,14.34968470273,16.6826,-0.16430000000000078,WDJ142528.81+142059.39,unclassified,,,False,True,4,0.999671,10.327886,0.027974,stageB_rebuild
1233399644022323712,212.59196779286,17.87556214161,17.7426,0.07010000000000005,WDJ141022.11+175232.63,unclassified,,,False,True,4,0.99435,0.0,0.040153,stageB_rebuild
1235533276400203776,217.31001403662,17.53861011275,17.8156,0.03979999999999961,WDJ142914.44+173219.18,unclassified,,,False,True,4,0.996917,0.0,0.038559,stageB_rebuild
1245635078135991296,210.36713218697,18.3349420169,17.816,0.09369999999999834,WDJ140128.15+182006.12,unclassified,,,False,True,4,0.99565,0.0,0.033689,stageB_rebuild
1246692121126938240,209.26963039951,19.35922007677,16.8491,-0.07659999999999911,WDJ135704.68+192133.34,unclassified,,,False,True,4,0.999028,0.0,0.022812,stageB_rebuild
1261751715280478848,227.4162878439,21.83757600625,14.9772,-0.26260000000000083,WDJ150939.99+215015.77,unclassified,,,False,True,4,0.999737,8.198859,0.016351,stageB_rebuild
1267342736203088128,222.89253602995,25.372853319,17.2979,-0.591899999999999,WDJ145134.21+252222.30,unclassified,,,False,True,4,0.890791,5.261014,0.034405,stageB_rebuild
1273088783971336576,235.81261318045,30.35960370857,16.879,-0.1142000000000003,WDJ154315.11+302133.36,unclassified,,,False,True,4,0.996961,0.413534,0.026044,stageB_rebuild
1273456463234876288,232.39546190293,29.46718626414,17.4862,0.08650000000000091,WDJ152935.00+292801.95,unclassified,,,False,True,4,0.994205,0.286404,0.034422,stageB_rebuild
1286055427676135808,220.03165616361,31.90365241465,17.3088,-0.567499999999999,WDJ144007.60+315413.02,unclassified,,,False,True,4,0.992266,4.664563,0.042573,stageB_rebuild
1298959742817221760,247.54250200187,23.29289403919,17.5824,-0.004799999999999471,WDJ163010.18+231735.06,unclassified,,,False,True,4,0.997722,5.058972,0.032514,stageB_rebuild
1304881884242947200,248.54682617173,28.20344333876,16.6527,-0.18880000000000052,WDJ163411.33+281211.59,unclassified,,,False,True,4,0.999827,4.8115,0.02221,stageB_rebuild
130960218644587136,35.61821822709,28.50209793139,17.0565,0.0691999999999986,WDJ022228.39+283007.72,unclassified,,,False,True,4,0.972167,6.753515,0.032443,stageB_rebuild
1325292217371985024,246.15378314875,32.21429313573,16.7055,0.04669999999999774,WDJ162436.81+321252.81,unclassified,,,False,True,4,0.996778,0.0,0.040033,stageB_rebuild
1336712848946493952,260.52885272584,36.04160074129,15.2795,-0.05799999999999983,WDJ172206.82+360229.55,unclassified,,,False,False,2,0.998791,14.728176,0.016632,stageB_rebuild
1336988963803208192,259.98169817734,36.65784990791,16.9534,1.0986999999999991,WDJ171955.76+363936.32,unclassified,,,False,True,4,0.941302,1.340321,0.024845,stageB_rebuild
1338943341425719168,255.23030586386,35.83056554287,17.3374,-0.009100000000000108,WDJ170055.38+354951.09,unclassified,,,False,True,4,0.997696,0.0,0.052144,stageB_rebuild
1346883876962000000,260.66923283878,39.96965897132,17.8118,0.04169999999999874,WDJ172240.63+395811.92,unclassified,,,False,True,4,0.992807,0.0,0.033049,stageB_rebuild
1350121285870820352,265.98639743597,44.64807387823,17.2931,0.05030000000000001,WDJ174356.73+443852.18,unclassified,,,False,True,4,0.997143,0.565774,0.03721,stageB_rebuild
1355161726346266112,257.19863655087,42.68357795039,16.6479,-0.5747999999999998,WDJ170847.69+424100.56,unclassified,,,False,True,4,0.976935,4.925126,0.030341,stageB_rebuild
136610338318092544,42.36522948636,32.85322145619,16.0612,0.03190000000000026,WDJ024927.57+325112.43,unclassified,,,False,True,4,0.997427,0.0,0.036888,stageB_rebuild
1372458109403442432,240.34717326879,36.80710083127,14.4081,0.050200000000000244,WDJ160123.19+364834.29,unclassified,,,False,True,4,0.996602,4.029548,0.02465,stageB_rebuild
1374086241309961600,233.73503338797,35.09318577428,17.7683,0.005399999999998073,WDJ153456.44+350534.73,unclassified,,,False,True,4,0.998006,0.0,0.045816,stageB_rebuild
137744793799623680,46.79540959156,34.45741660033,17.3722,0.041100000000000136,WDJ030710.82+342727.33,unclassified,,,False,True,4,0.997326,0.048364,0.046576,stageB_rebuild
1395293935119779584,228.43127095654,44.57678393513,17.392,-0.2724000000000011,WDJ151343.51+443436.25,unclassified,,,False,True,4,0.990859,0.0,0.030465,stageB_rebuild
1410345596469085184,249.80937742578,47.81018003151,17.762,0.028600000000000847,WDJ163914.29+474835.84,unclassified,False,False,True,True,4,0.997545,0.0,0.061533,excerpt_table
1411939063696260736,251.38085726043,48.99705239426,17.8712,0.03689999999999927,WDJ164531.42+485949.06,unclassified,,,False,True,4,0.997042,0.0,0.03281,stageB_rebuild
1415911839725510528,259.4312862747,51.97775641101,17.5857,-0.16880000000000095,WDJ171743.52+515840.07,unclassified,,,False,True,4,0.87891,1.775606,0.031868,stageB_rebuild
141730416074813312,42.12627022904,37.42378203996,17.1907,0.04590000000000316,WDJ024830.32+372526.22,unclassified,,,False,True,4,0.996737,0.0,0.035875,stageB_rebuild
1420761029600606592,261.02560586895,56.33418680011,16.2582,-0.10409999999999897,WDJ172406.13+562003.08,unclassified,,,False,True,4,0.907983,1.958994,0.050837,stageB_rebuild
1425130935485979520,245.10244055914,52.38911260358,15.6345,-0.12170000000000059,WDJ162024.49+522321.08,unclassified,,,False,True,4,0.999274,10.923848,0.01777,stageB_rebuild
1425758000710501248,249.05129115356,52.90240382292,15.8559,-0.40090000000000003,WDJ163612.33+525408.22,unclassified,,,False,True,4,0.998918,10.22693,0.023578,stageB_rebuild
1428369955006868352,246.24263716223,54.07468268562,17.9104,0.022800000000000153,WDJ162458.18+540429.97,unclassified,,,False,True,4,0.994781,0.103879,0.041139,stageB_rebuild
1430581420783430528,251.16000519415,56.9784228427,17.7975,0.021000000000000796,WDJ164438.39+565841.79,unclassified,,,False,True,4,0.997678,0.0,0.038341,stageB_rebuild
1434462314576560512,263.61073418703,58.40913303956,17.8118,0.17330000000000112,WDJ173426.55+582431.90,unclassified,,,False,True,4,0.970571,7.611114,0.043893,stageB_rebuild
1441779328237646720,204.41985902774,21.53786080462,17.4658,-0.2104999999999997,WDJ133740.75+213217.11,unclassified,,,False,True,4,0.999739,0.0,0.027979,stageB_rebuild
1445074014829920000,204.07256535308,25.69501595366,17.9259,0.8721999999999994,WDJ133617.60+254141.11,unclassified,,,False,True,4,0.914987,0.0,0.041001,stageB_rebuild
1449829295245251968,202.57112582624,28.56947550483,16.2204,-0.0823999999999998,WDJ133017.09+283410.17,unclassified,,,False,True,4,0.999182,7.120253,0.029663,stageB_rebuild
1457566425425140864,209.04144971028,32.02990334332,16.1262,0.06610000000000049,WDJ135610.10+320146.94,unclassified,,,False,True,4,0.99647,7.595232,0.023109,stageB_rebuild
1465214177336901376,191.91707031021,30.50177902196,17.9108,0.46640000000000015,WDJ124740.10+303007.41,unclassified,,,False,True,4,0.992304,0.0,0.034826,stageB_rebuild
1470268533506847744,201.55976713511,34.51955257114,17.6594,-0.0326999999999984,WDJ132614.47+343111.49,unclassified,,,False,True,4,0.995413,13.991695,0.034555,stageB_rebuild
1474090607723007104,197.48908991529,35.16320678611,15.3223,0.034600000000001074,WDJ130957.68+350947.19,unclassified,,,False,True,4,0.997963,0.0,0.025554,stageB_rebuild
1476652053203050368,202.46927798176,39.36411513007,17.9757,-0.30919999999999703,WDJ132952.65+392150.38,unclassified,,,False,True,4,0.999596,0.0,0.038548,stageB_rebuild
1479182789667845376,213.00610394626,34.07430080119,17.9153,-0.030400000000000205,WDJ141201.54+340427.09,unclassified,,,False,True,4,0.997458,1.343092,0.057428,stageB_rebuild
1485679322841561728,213.87959389661,39.39944777941,17.063,0.038999999999997925,WDJ141531.30+392357.57,unclassified,,,False,True,4,0.997164,0.0,0.041061,stageB_rebuild
1503131458592587264,206.11185719181,44.1425420402,16.6319,-0.482800000000001,WDJ134426.85+440833.30,unclassified,,,False,True,4,0.99346,8.302539,0.021614,stageB_rebuild
1503577310557364992,204.81151512636,45.718460407,17.4873,0.06559999999999988,WDJ133914.87+454306.48,unclassified,,,False,True,4,0.996076,0.639447,0.027912,stageB_rebuild
1504338718064197760,213.35456652847,43.14969121179,17.2315,0.03500000000000014,WDJ141325.12+430858.62,unclassified,,,False,True,4,0.98349,4.054012,0.046406,stageB_rebuild
1510467090935595008,208.29174439028,48.67240168267,16.6782,-0.2911999999999999,WDJ135309.97+484021.17,V777 Her,True,True,True,True,4,0.999592,3.119074,0.033384,excerpt_table
1510650503218915968,209.34974915866,49.98437012406,17.0667,-0.14750000000000085,WDJ135724.00+495903.26,unclassified,,,False,True,4,0.999645,2.884811,0.027398,stageB_rebuild
1519336713796357248,186.64763957012,36.22951948607,17.7278,0.026799999999997937,WDJ122635.57+361346.93,unclassified,,,False,True,4,0.99747,0.0,0.040369,stageB_rebuild
152371871863155840,64.73630400037,27.2964303928,15.0304,0.03529999999999944,WDJ041856.64+271748.31,unclassified,,,False,True,4,0.99687,4.610676,0.037123,stageB_rebuild
1527701145426221824,194.34995311458,42.34818741165,17.4421,-0.40080000000000027,WDJ125724.06+422054.42,unclassified,,,False,True,4,0.868679,13.78596,0.049736,stageB_rebuild
153053427336817152,67.08990279521,29.05573178436,17.6762,0.09399999999999764,WDJ042821.59+290320.76,unclassified,,,False,True,4,0.995784,0.0,0.036174,stageB_rebuild
1534384148897669248,189.46554407786,41.94173712937,17.1287,0.9786999999999999,WDJ123752.23+415624.69,unclassified,,,False,True,4,0.994595,2.57796,0.03435,stageB_rebuild
1543370904111505408,190.92339359368,48.09304464717,16.9771,-0.05730000000000146,WDJ124341.75+480534.46,unclassified,,,False,True,4,0.996789,0.089018,0.02417,stageB_rebuild
1545014807135001088,184.87215773939,47.2563566289,17.5288,0.4388000000000005,WDJ121929.50+471522.94,unclassified,,,False,True,4,0.992389,1.534502,0.03193,stageB_rebuild
1555179177955997440,193.85911974772,47.955176411,16.5427,-0.11669999999999803,WDJ125526.34+475719.25,unclassified,,,False,False,2,0.999247,2.448336,0.020796,stageB_rebuild
1558322303741820928,204.92117574658,48.79099448008,17.3695,0.08149999999999835,WDJ133941.14+484727.47,unclassified,,,False,True,4,0.989349,0.0,0.05176,stageB_rebuild
1561515526026874624,207.83499980641,54.96176721046,15.8296,0.0030000000000001137,WDJ135120.25+545742.59,unclassified,,,False,False,2,0.998251,1.581336,0.017756,stageB_rebuild
1578040258079246592,190.77648439789,58.1475683811,17.7836,0.07169999999999987,WDJ124306.46+580851.28,unclassified,,,False,True,4,0.990492,2.953092,0.032164,stageB_rebuild
1578072075196957696,191.03188828516,58.3977028932,17.1348,-0.42660000000000053,WDJ124407.67+582351.90,unclassified,,,False,True,4,0.998628,7.257459,0.030545,stageB_rebuild
1586418811560728192,223.34422815111,43.91834214205,16.6597,0.17290000000000205,WDJ145322.67+435505.51,unclassified,,,False,True,4,0.909106,10.191163,0.024923,stageB_rebuild
1587611884756030720,227.43834506626,45.77379016936,16.4564,0.04800000000000182,WDJ150945.35+454624.42,unclassified,,,False,True,4,0.997179,0.626801,0.027403,stageB_rebuild
1599573471755615872,230.98570891563,54.38250197521,17.6993,-0.31210000000000093,WDJ152356.59+542256.80,unclassified,,,False,True,4,0.999587,0.981168,0.030681,stageB_rebuild
1601328670269782400,232.03816750202,55.65449144326,17.0913,0.11060000000000159,WDJ152809.27+553914.49,unclassified,,,False,True,4,0.977431,0.936484,0.038983,stageB_rebuild
1604590130995452032,217.69664836828,51.12530241814,17.386,0.04439999999999955,WDJ143047.25+510730.35,unclassified,,,False,True,4,0.997171,0.0,0.041223,stageB_rebuild
161359000733439488,70.7431418318,32.62088672651,17.3693,0.11289999999999978,WDJ044258.31+323715.63,unclassified,,,False,True,4,0.993197,0.0,0.049284,stageB_rebuild
1613754148095692800,222.09868492393,57.41505573434,17.4215,0.03569999999999851,WDJ144823.77+572454.62,unclassified,,,False,True,4,0.997237,0.0,0.036001,stageB_rebuild
1617418957790376576,223.34755071572,59.8488449367,17.1562,0.005199999999998539,WDJ145323.52+595056.24,unclassified,,,False,True,4,0.998053,0.0,0.034763,stageB_rebuild
1622509593546662784,238.8080401643,56.7863348165,17.3375,-0.3609000000000009,WDJ155513.93+564710.67,unclassified,,,False,True,4,0.958711,4.860405,0.032505,stageB_rebuild
1622933901956297856,238.82280751273,58.11034854756,16.8911,-0.21919999999999717,WDJ155517.49+580637.83,unclassified,,,False,True,4,0.92675,4.597088,0.031676,stageB_rebuild
1624129483413023360,248.49491619393,59.20201469264,17.1255,0.033099999999997465,WDJ163358.75+591206.59,unclassified,,,False,True,4,0.997245,0.264873,0.036524,stageB_rebuild
1632472715084508800,257.80469790255,65.69925895793,16.9473,0.0362000000000009,WDJ171113.00+654158.28,unclassified,,,False,True,4,0.995633,0.0,0.02429,stageB_rebuild
1641326979142898048,235.43717275348,64.89776678283,15.5759,0.029200000000001225,WDJ154144.89+645352.98,unclassified,,,False,True,4,0.997495,0.143693,0.042493,stageB_rebuild
1650240032714843008,252.96517229565,70.88673561762,17.9451,-0.3053999999999988,WDJ165151.63+705312.69,unclassified,,,False,True,4,0.998642,3.365363,0.051655,stageB_rebuild
1660083749863708800,211.32838726884,59.69015978687,17.9579,0.0365000000000002,WDJ140518.73+594125.39,unclassified,,,False,True,4,0.997048,1.611827,0.036785,stageB_rebuild
1666750569898974208,213.99099340506,62.51289287329,17.7689,0.18529999999999802,WDJ141557.87+623046.51,unclassified,,,False,True,4,0.96574,2.519855,0.031759,stageB_rebuild
1667610770243901568,214.34515949965,63.06469839787,17.9568,0.04830000000000112,WDJ141722.69+630353.79,unclassified,,,False,True,4,0.996454,0.0,0.046911,stageB_rebuild
1674958389840474496,213.58197178525,70.76496559055,17.1618,0.06530000000000058,WDJ141419.54+704554.50,unclassified,,,False,True,4,0.996216,0.207977,0.032507,stageB_rebuild
1687736059280811008,200.88382394614,71.24843699027,17.4686,0.050799999999998846,WDJ132332.24+711453.65,unclassified,,,False,True,4,0.9965,0.0,0.035804,stageB_rebuild
1697669356564165632,229.1932702994,73.86864893115,16.6264,-0.570800000000002,WDJ151646.42+735206.96,unclassified,,,False,True,4,0.969203,6.264485,0.023776,stageB_rebuild
1699066870202540288,213.47387473955,71.60356756302,16.991,0.04100000000000037,WDJ141353.96+713612.59,unclassified,,,False,True,4,0.99221,0.562953,0.026303,stageB_rebuild
1709387775398437760,254.29533053566,80.19379676541,16.8304,-0.27390000000000114,WDJ165710.91+801137.32,unclassified,,,False,True,4,0.963571,4.483617,0.024973,stageB_rebuild
1714635091562696320,219.48022859322,78.86350791199,17.7437,0.19950000000000045,WDJ143755.28+785148.62,unclassified,,,False,True,4,0.995012,0.855665,0.031467,stageB_rebuild
1717969674107797760,180.43074334552,80.08300465894,16.0183,0.02850000000000108,WDJ120144.57+800459.70,unclassified,,,False,True,4,0.997961,0.210477,0.036265,stageB_rebuild
1719109695867245312,202.19136488095,81.31473154767,17.8347,-0.30160000000000053,WDJ132845.71+811853.14,unclassified,,,False,True,4,0.999569,0.0,0.037311,stageB_rebuild
1728880879608190592,232.61305319531,87.8135757349,15.5976,-0.5250999999999983,WDJ153028.82+874848.48,unclassified,,,False,True,4,0.990258,14.826447,0.035589,stageB_rebuild
172978953148524160,68.40881239811,33.89386446125,17.6887,0.003999999999997783,WDJ043338.11+335337.68,unclassified,,,False,True,4,0.996807,1.87845,0.031121,stageB_rebuild
1734149262590636800,313.05866824989,3.975787891,17.2113,-0.3371999999999993,WDJ205214.06+035833.79,unclassified,,,False,True,4,0.999513,2.889719,0.025894,stageB_rebuild
1739636512805502976,319.40363030751,6.92386968651,17.9755,0.15760000000000218,WDJ211736.85+065525.94,unclassified,,,False,True,4,0.983115,3.394876,0.035739,stageB_rebuild
1740097341320384000,320.36753582671,7.40483347232,17.5894,0.2649000000000008,WDJ212128.17+072416.72,unclassified,,,False,True,4,0.982225,5.17351,0.029545,stageB_rebuild
1747832062024486912,309.46104352533,6.2074352818,16.4154,0.041900000000001825,WDJ203750.60+061227.67,unclassified,,,False,True,4,0.99701,0.0,0.025027,stageB_rebuild
1748833236082347136,307.38548293134,7.01881287588,16.6243,-0.41130000000000067,WDJ202932.51+070107.70,unclassified,,,False,True,4,0.943109,5.212273,0.027278,stageB_rebuild
1755145979013455872,310.78110097518,12.32406472783,17.9103,0.053700000000002746,WDJ204307.43+121926.72,unclassified,,,False,True,4,0.997015,0.0,0.045406,stageB_rebuild
1755694777053825792,307.30933834212,12.47131371024,17.8226,-0.27949999999999875,WDJ202914.24+122817.11,unclassified,,,False,True,4,0.948314,0.0,0.042872,stageB_rebuild
1761356059346267648,312.19102435498,13.56516703755,16.6534,-0.251100000000001,WDJ204845.82+133354.86,unclassified,,,False,True,4,0.999719,6.317205,0.024384,stageB_rebuild
1766702297192943488,325.36886484368,11.77286552096,15.8906,-0.14580000000000126,WDJ214128.28+114622.57,unclassified,,,False,False,2,0.999758,0.923307,0.01794,stageB_rebuild
1769711243905794560,327.96300620436,15.61477320613,16.5238,-0.4410999999999987,WDJ215151.11+153653.56,unclassified,,,False,True,4,0.933787,3.367626,0.024714,stageB_rebuild
177368203568437120,65.07199642574,36.27297335961,15.6661,0.05150000000000077,WDJ042017.25+361627.27,unclassified,,,False,True,4,0.995894,0.0,0.030342,stageB_rebuild
1781896688895465344,333.80080678726,21.65149097474,16.2434,-0.4449000000000005,WDJ221512.18+213905.52,unclassified,,,False,True,4,0.99823,5.28271,0.020634,stageB_rebuild
1782043950438695808,332.41444788819,21.79754399641,17.6038,0.03979999999999961,WDJ220939.41+214751.18,unclassified,,,False,True,4,0.99734,0.0,0.030972,stageB_rebuild
178949262640226176,68.5212528531,39.18987398258,17.6512,0.12920000000000087,WDJ043405.03+391125.34,unclassified,,,False,True,4,0.992059,0.389181,0.030878,stageB_rebuild
1794680225259350144,326.1955034562,24.41288301594,17.7374,0.055699999999998084,WDJ214446.87+242445.64,unclassified,,,False,True,4,0.996794,0.0,0.036146,stageB_rebuild
1796210023892145408,327.22674983733,24.9652024978,17.8997,0.23499999999999943,WDJ214854.21+245754.54,unclassified,,,False,True,4,0.991348,8.958794,0.037353,stageB_rebuild
1797734879016276096,324.99652983776,24.66983137669,17.3414,-0.5069999999999979,WDJ213959.16+244011.56,unclassified,,,False,True,4,0.967154,2.281447,0.031391,stageB_rebuild
1800112366754245376,326.85765505312,27.18904558545,17.7347,0.055400000000002336,WDJ214725.82+271120.56,unclassified,,,False,True,4,0.996931,0.0,0.037225,stageB_rebuild
1801198478081592192,325.80604286619,28.45507215323,17.9066,-0.15729999999999933,WDJ214313.38+282717.41,unclassified,,,False,True,4,0.999464,8.643036,0.033431,stageB_rebuild
1806429851344290560,301.37200197757,13.98822788558,17.7258,0.37739999999999796,WDJ200529.23+135917.81,unclassified,,,False,True,4,0.953671,0.031113,0.030826,stageB_rebuild
1807309147099442432,299.97056638131,14.59281778698,17.512,-0.49950000000000117,WDJ195952.94+143534.17,unclassified,,,False,True,4,0.993806,0.42471,0.036735,stageB_rebuild
1809460380271929344,302.40437649579,16.87210170327,16.7903,-0.010600000000000165,WDJ200937.02+165219.12,unclassified,,,False,True,4,0.949376,0.0,0.083731,stageB_rebuild
1809844934461976832,301.90243261138,17.7039844424,15.181,0.17029999999999923,WDJ200736.50+174214.73,unclassified,,,False,True,4,0.985576,0.659151,0.069772,stageB_rebuild
